band,page,firmname
3,1140,M. A. Lämle Aktiengesellschaft.
3,1140,Badische Metallwarenfabrik A.-G. in Liqu.
3,1141,Grieshammer-Werke Aktiengesellschaft.
3,1141,Wilhelm Stolle Akt.-Ges.
3,1141,United Cigarette Machine Company Aktiengesellschaft.
3,1142,Rheinische Gummi- u. Celluloid Fabrik Mannheim-Neckarau.
3,1142,Gas- und Elektricitäts-Werke Borkum A.-G.
3,1142,Gaswerk Hersbruck A.-G.
3,1143,Kölner Bürgergesellschaft Aktiengesellschaft.
3,1143,Deutsche Kap-Asbest-Werke Aktiengesellschaft.
3,1143,Oberland Fahrradfabrik Akt.-Ges. in Liqu.
3,1144,Schlosshotel Aktiengesellschaft.
3,1144,Gebrüder Unger Aktiengesellschaft.
3,1145,122 127 Risch Aktiengesellschaft.
3,1146,"Rockstroh-Werke, Aktiengesellschaft."
3,1147,1 722 172 Heidelberger Straßen- u. Bergbahn-Aktiengesellschaft. ///
3,1148,"Sächsische Maschinenfabrik vorm. Rieh. Hartmann Aktiengesellschaft in Liqu,"
3,1149,Frankfurter Asbestwerke Aktiengesellschaft (vorm. Louis Wertheim).
3,1149,Wetzell Gummiwerke Aktiengesellschaft.
3,1150,Vereinigte Wirtschaftsbetriebe Aktiengesellschaft.
3,1150,Draht- u. Kratzenstoffwerke Akt.-Ges.
3,1151,Tretorn und Calmon Gummiwerke Aktiengesellschaft.
3,1152,"Websky, Hartmann & Wiesen, Aktiengesellschaft."
3,1152,"Süddeutsche Wasserwerke, Aktiengesellschaft."
3,1153,"Internationale Baumaschinenfabrik, Aktiengesellschaft."
3,1153,Metall-Aetzwerke Aktiengesellschaft.
3,1154,Vereinigte Pinsel-Fabriken.
3,1154,Kölner Tattersall Aktiengesellschaft.
3,1155,Gas-Anstalt Gaarden in Liqu.
3,1155,Metzeier Gummiwerke Aktiengesellschaft
3,1156,"Wilhelm Wolff, Aktien-Gesellschaft."
3,1156,Metallwerke Rudolph Aktiengesellschaft.
3,1157,August Enders Aktiengesellschaft.
3,1157,Aktiengesellschaft Flora.
3,1157,Schnellwaagenfabrik „Utrecht“ W. C. Olland Aktiengesellschaft.
3,1158,Ruhrgas Aktiengesellschaft.
3,1159,Gaswerk Vorbrücken (Metz) Aktiengesellschaft
3,1160,Zahnradfabrik Friedrichshafen Aktiengesellschaft.
3,1160,Aktiengesellschaft Breslauer Zoologischer Garten.
3,1161,Städtische Betriebswerke Rastenburg Aktiengesellschaft.
3,1161,Gaswerk Brackenheim—Meimsheim Aktiengesellschaft.
3,1161,Vereinigte Lothringer Licht- und Wasserwerke Aktiengesellschaft.
3,1162,Arienheller Sprudel- und Kohlensäure-Aktien-Gesellschaft. ///
3,1163,Qas- und Elektricitäts-Werke St. Avold (Lothr.).
3,1163,Balcke-Riwag Aktiengesellschaft für Wasservergütung.
3,1163,"Gas-, Wasser- und Elektricitäts-Werke Mörchingen, A.-G."
3,1164,"Vereinigte Thüringische Salinen, vormals Glenck’sche Salinen Aktiengesellschaft."
3,1164,Panzer Aktiengesellschaft in Liqu.
3,1165,Brenner Hotel-Aktiengesellschaft.
3,1165,"Gas- und Elektricitätswerke Zörbig, Aktiengesellschaft in Liqu."
3,1165,Frankfurter Gasgesellschaft Akt.-Ges. in Liqu.
3,1165,Hessen-Nassauische Gas-Aktiengesellschaft.
3,1166,Wotan Aktiengesellschaft in Liqu.
3,1167,Rhenser Mineralbrunnen Fritz Meyer & Co. Aktiengesellschaft. ///
3,1167,Metallwaren Aktiengesellschaft Theodor Hornkohl.
3,1168,F. A. Lange Metallwerke Aktiengesellschaft.
3,1168,Walhalla-Theater Union Aktiengesellschaft.
3,1168,Volkspark Aktiengesellschaft.
3,1169,Deutsche Gaststätten Aktiengesellschaft.
3,1169,Aktiengesellschaft Bad Salzschlirf.
3,1170,Bad Pyrmont Aktiengesellschaft.
3,1170,Katholische Töchterschule A.-G.
3,1170,Aktien-Gesellschaft Solbad Raffelherg.
3,1171,Berliner Städtische Wasserwerke Aktiengesellschaft.
3,1171,Tiergarten Nürnberg Aktiengesellschaft.
3,1172,"Leipziger Braunkohlenwerke, Aktiengesellschaft."
3,1172,Actien-Gesellschaft Zoologischer Garten Wuppertal-Elberfeld.
3,1173,Aachener Actien-Gesellschaft für Arbeiterwohl.
3,1173,Berliner Städtische Gaswerke Aktiengesellschaft.
3,1174,Seias Aktiengesellschaft.
3,1174,Deutsche Gelatine-Fabriken A.-G.
3,1175,Rheinische Bahn-Gesellschaft.
3,1176,Eisenhahn-Gesellschaft.
3,1176,"Gaswerk Neuenstadt a. K., Akt-Ges."
3,1177,Dr. C. Schleußner Aktiengesellschaft.
3,1177,Elmshorn-Barmstedt-Oldesloer Eisenbahn-Akt.-Ges.
3,1178,Verkehrsbetriebe Oberschlesien Aktiengesellschaft.
3,1179,Oschersleben-Schöninger Eisenbahn-Gesellschaft.
3,1179,"Metall-, Walz- und Plattierwerke Hindrichs-Auffermann // Aktiengesellschaft."
3,1181,"Gasbetriebsgesellschaft, Aktiengesellschaft."
3,1181,Gas- u. Elektricitätswerke Cölleda Aktiengesellschaft.
3,1181,Gas- und Elektricitätswerke Griesheim hei Darmstadt A.-G.
3,1182,Gaswerk Arolsen Aktiengesellschaft.
3,1182,Gaswerk Gifhorn A.-G.
3,1182,Gas- und Elektricitätswerke Chateau-Salins Aktiengesellschaft.
3,1182,Gas- und Elektricitäts-Werke Belchen A.-G.
3,1183,"„Gehag“, Gemeinnützige Heimstätten-, Spar- und Bau- Aktiengesellschaft."
3,1183,"Gaswerk Neu-Petershain u. Neu-Welzow, Aktiengesellschaft."
3,1184,"Deutscher Bauerndienst, Allgemeine Versicherungs Aktiengesellschaft."
3,1185,Elektra Versicherungs-Akt.-Ges.
3,1185,Gerling-Konzern-Verwaltungs-Akt.-Ges.
3,1185,Köln-Bremer Versicherungs-Aktiengesellschaft.
3,1186,Württembergische Rückversicherungs- Aktiengesellschaft in Liqu.
3,1186,Gerling-Konzern Lebensversicherungs-Akt.-Ges.
3,1187,Köln-Berliner Versicherungs-Aktiengesellschaft.
3,1187,Eisen u. Stahl Versicherungs-Aktiengesellschaft.
3,1187,Gerling-Konzern Allgemeine Versicherungs-Aktiengesellschaft
3,1188,Südwestdeutsche Versicherungs-Aktiengesellschaft.
3,1189,Kronprinz Versicherungs-Aktiengesellschaft.
3,1189,„Elbe und Saale“ Versicherungs-Aktiengesellschaft.
3,1189,Rheinische Feuerversicherungs-Aktiengesellschaft.
3,1190,Versicherungs-Aktiengesellschaft deutscher Hotelhe triebe.
3,1190,Köln-Krefelder Versicherungs-Aktiengesellschaft.
3,1190,Sächsisch-Thüringische Versicherungs-Aktiengesellschaft.
3,1191,Gerling-Konzern Rückversicherungs- Aktiengesellschaft.
3,1191,Mittelrheinischer Lloyd Akt.-Ges. für Versicherungs- u. Hypothekenvermittlung.
3,1191,„Bayerland“ Versicherungs-Aktiengesellschaft.
3,1192,"Rheinische Versicherungsbank, Aktiengesellschaft."
3,1192,Westfälische Versicherungs-Aktiengesellschaft.
3,1192,Gerling-Konzern Rheinische Versicherungs-Gruppe Aktiengesellschaft.
3,1193,„Gilde“ Versicherungs-Aktiengesellschaft.
3,1194,Deutsche Versorgungsanstalt Versicherungsbank Akt.-Ges.
3,1194,Köln-Düsseldorfer Versicherungs-Aktiengesellschaft.
3,1195,Oberbadische Versicherungs-Aktiengesellschaft.
3,1195,Köln-Frankfurter Versicherungs-Aktiengesellschaft.
3,1195,Köln-Hagener Versicherungs-Aktiengesellschaft.
3,1196,Niedersächsische Versicherungs-Aktiengesellschaft.
3,1196,Mannheimer Lehensversicherungsbank A.-Gr.
3,1197,Leipziger Verein—Barmenia Rückversicherungs- Aktiengesellschaft.
3,1197,Mittelländische Versicherungs-Bank Aktiengesellschaft.
3,1198,Schwäbische Versicherungs-Aktiengesellschaft.
3,1198,Mosel- u. Saar-Versicherungs-Aktiengesellschaft.
3,1198,Rheinische Assekuranz-Aktien-Gesellschaft.
3,1199,"Schiffahrts-Assecuranz-Gesellschaft, Aktiengesellschaft."
3,1199,Volksfürsorge Allgemeine Versicherungs-Aktiengesellschaft.
3,1200,Volksfürsorge Lebensversicherungs-Aktiengesellschaft.
3,1200,Frankfurter Lloyd Versicherungs-Verwaltungs- und Vermittlungs-Aktiengesellschaft in Liquid.
3,1201,Limburger Gas- und Koks-Aktiengesellschaft.
3,1201,Gaswerk Langenselbold Akt.-Ges.
3,1201,Berliner Odd-Fellow-Hallen-Bauverem-Actien-Gesellschaft in Liqu.
3,1202,Vereinshaus Hebelstraße 21 Aktiengesellschaft.
3,1202,"Gaswerk Lauenburg, Aktiengesellschaft."
3,1202,Münchener Tierpark Aktiengesellschaft.
3,1203,"Städtische Werke Angermünde, Aktiengesellschaft."
3,1203,Gas- und Elektricitätswerk Dramburg Aktiengesellschaft.
3,1203,Akt-Ges. Bielefelder Reitbahn.
3,1203,Katholisches Vereinshaus Treviris Aktiengesellschaft.
3,1204,Gaswerk Bad Schandau Aktiengesellschaft.
3,1204,"Mitteldeutsche Gasgesellschaft, Aktiengesellschaft."
3,1204,Deutsche Fox-Film Aktiengesellschaft.
3,1205,Lazard Speyer-EIlissen Kommanditgesellschaft auf Aktien in Liquidation.
3,1205,Aktien-Gesellschaft Katholisches Vereinshaus.
3,1206,Gaswerk Groß- u. Klein-Raschen Aktiengesellschaft.
3,1206,Eden-Hotel Aktiengesellschaft.
3,1206,"Arminenhaus Bonn,"
3,1207,Deutsche Universal-Film Aktiengesellschaft.
3,1207,Gey er-Werke Aktiengesellschaft.
3,1207,Cinema Film Aktiengesellschaft.
3,1208,Fox Tönende Wochenschau Aktiengesellschaft.
3,1208,Akt-Ges. für Hotelbeteiligungen.
3,1208,St. Augustinus-Sprudel Aktiengesellschaft.
3,1209,Aktien-Gesellschaft „Mühlbad“.
3,1209,Vincentius-Verein Aktiengesellschaft.
3,1209,Wasserwerk Oppenheim.
3,1209,"Landesgasversorgung Süd-Niedersachsen, Aktiengesellschaft."
3,1210,"Bohr-, Brunnenbau- und Wasserversorgungs-Aktiengesellschaft."
3,1210,Concordia Hotel-Aktiengesellschaft.
3,1210,"Mathildenbad, Solbad Aktiengesellschaft."
3,1211,"Preußische Druckerei für Zeitungsgewerbe, A.-G. in Liqu."
3,1211,Veritas Gummiwerke Aktiengesellschaft.
3,1213,Preussische Druckerei- und Verlags-Aktiengesellschaft.
3,1213,Dresdner Fuhrwesengesellschaft.
3,1214,Dessau-Wörlitzer Eisenbahn-Gesellschaft.
3,1214,Gummiwerke Becker Aktiengesellschaft.
3,1214,"Continental Caoutchouc Uebersee-Compagnie, Aktien-Gesellschaft."
3,1215,"Palasthotel Rheydt, Akt.-Ges."
3,1215,"Gaswerksverband Rheingau, Akt.-Ges."
3,1215,Aktiengesellschaft Schloss- Hotel und Hotel Bellevue.
3,1216,Braunschweig-Schöninger Eisenbahn-Aktiengesellschaft. ///
3,1216,Gummipuffer „Casco“ Aktiengesellschaft.
3,1217,Dresdner Transport- und Lagerhaus-Aktiengesellschaft vormals G. Thamm.
3,1217,Industrie- und Verkehrs-Aktiengesellschaft.
3,1217,Helsingborgs Gummif abriks-Galoscher Akt-Ges. „Tretorn“ in Liqu.
3,1218,Neue Gaswerk Eberstadt Aktiengesellschaft.
3,1218,"Gas- und Elektricitäts-Werke Großmövern, Aktiengesellschaft."
3,1218,Aktien-Gesellschaft „Verein“.
3,1219,"Köhlers Strandhotel, Aktien-Gesellschaft."
3,1219,Volkshotel-Aktien-Gesellsckaft „Ledigenheim“.
3,1219,Metropol-Filmverleih Aktiengesellschaft.
3,1220,Kaisersäle Aktien-Gesellschaft.
3,1220,Vera-Filmwerke Aktiengesellschaft.
3,1220,Süddeutsche Erholungsheim Aktiengesellschaft.
3,1220,Hotel Esplanade Akt.-Ges.
3,1221,Kleinbahn-Akt.-Ges. Guttentag—Vossowska.
3,1221,Dahme-TJckro’er Eisenbahn-Gesellschaft.
3,1221,Saalbau-Verein Ulm a. D. Aktiengesellschaft.
3,1222,Gebrüder Cassel Aktiengesellschaft.
3,1222,"Norlik Werke, Akt.-Ges."
3,1222,Carl Dippold Aktiengesellschaft.
3,1222,Vinzenfius-Verein Offenburg Act-Ges.
3,1223,Sächsische Industriebahnen-Gesellschaft Aktiengesellschaft. ///
3,1223,Akt.-Ges. Katholische Gesellenherberge.
3,1224,Köster Aktiengesellschaft.
3,1224,Chr. Adt. Kupferberg & Co. Kommanditgesellschaft auf Aktien.
3,1224,Act.-Ges. Katholisches Gesellenhaus.
3,1225,"Kur- u. Schlosshotel, Akt.-Ges., Hohenschwangau."
3,1225,Mineralbrunnen-Vertrieb Akt.-Ges. Brunnen-Zentrale.
3,1225,Köstritzer Sand- und Solbad-Actien-Ges.
3,1225,Stuttgarter Mineralbad Berg Aktiengesellschaft.
3,1226,Erholungsheim Nordwest Akt.-Ges.
3,1226,Aktien-Gesellschaft des Fährhauses auf der Uhlenhorst.
3,1226,Casino-Aktiengesellschaft.
3,1227,Aktiengesellschaft Zoologischer Garten in Liqu.
3,1227,Römerbrunnen „Romanis“ Aktiengesellschaft.
3,1227,Actien-Gesellschaft „Casino“.
3,1227,Weinbrennerei Jacobi Aktiengesellschaft.
3,1228,Bad Lausick Stahl- u. Moorbad Aktiengesellschaft.
3,1228,Van den Bergh’s Margarine Akt.-Ges.
3,1229,Cigarettenfabrik Muratti Aktiengesellschaft.
3,1229,Bremer Oelfabrik.
3,1229,Rostock Gebrüder Friedrich Söhne Aktiengesellschaft.
3,1230,Fritz Homaim Aktien-Gesellschaft.
3,1230,"Duisburger Margarine-Fabrik Schmitz & Loh, Aktiengesellschaft."
3,1230,Gustav Ramdohr Akt.-Ges.
3,1231,Central-Molkerei Hannover Actiengesellschaft in Liqu.
3,1231,Barther Aktien-Zuckerfabrik.
3,1231,"Hohenzollern-Hof Aktiengesellschaft,"
3,1232,Kanold Aktiengesellschaft.
3,1232,J. Neumann Akt.-Ges.
3,1232,"Fritz Pasquay, Aktiengesellschaft."
3,1233,Fleischerei Aktien-Gesellschaft.
3,1233,"C. Hedrich, Aktiengesellschaft."
3,1233,Cigarrenfabriken Gebrüder Mayer Aktiengesellschaft.
3,1234,Margarinewerk Ostfriesland Aktiengesellschaft.
3,1234,Nudelfabrik Schweickert Akt.-Ges.
3,1234,Hothenfelder Saline Aktiengesellschaft.
3,1234,Bürgergesellschaft Oberhausen Aktiengesellschaft.
3,1235,Vereinigte Kunstanstalten Akt.-Ges.
3,1235,Gebr. Hörmann Aktiengesellschaft.
3,1236,Interessengemeinschaft Schlesischer Mühlen Aktiengesellschaft.
3,1236,"Neußer Volksbadeanstalt, Aktiengesellschaft."
3,1236,Herzogliches Bad Liebenstein Thüringer Wald Akt.-Ges.
3,1237,Palast-Lichtspiele Aktiengesellschaft.
3,1237,Estol-Aktien-Gesellschaft.
3,1237,Union-Bank Aktiengesellschaft.
3,1238,"Stettiner Volksbad, Aktiengesellschaft."
3,1238,Nassau-Selferser Mineralquellen Aktiengesellschaft.
3,1238,Schlesische Treuhand- u. Vermögens-Verwaltungs- Actien-Gesellschaft.
3,1239,Anhaitisches Eisen-Moorbad Lindau i. A. Akt.-Ges.
3,1239,Hotel- und Gaststätten-Aktiengesellschaft.
3,1239,Actiengesellschaft Alfredushaus.
3,1239,„Defi“ Nährmittelwerb Akt.-Ges. (Deininger & Fickentscher) in Liqu.
3,1240,Aktien-Gesellschaft Bad Neuenahr.
3,1240,Gebrüder Rostock Fleischindustrie- und Handels-Aktiengesellschaft.
3,1240,Aktiengesellschaft für Industriekredite.
3,1241,Erven Lucas Bois Aktiengesellschaft.
3,1241,Kurmärkische Vermögensverwaltung Aktiengesellschaft.
3,1241,„Fides“ Treuhand-Aktiengesellschaft.
3,1242,„Dom“ Finanz-Aktiengesellschaft für chem. Unternehmungen.
3,1242,Koamalu Verwaltungs-Aktiengesellschaft.
3,1242,"Vereinshank für Pommern, Akt.-Ges. in Liqu."
3,1242,Hamburgische Kautions-Vereinigung Aktiengesellschaft.
3,1243,"Fiducia Revisions- und Treuhand-Institut, Akt.-Ges."
3,1243,Kreisbank Recklinghausen Aktiengesellschaft.
3,1243,Sächsische Glasfabrik August Walther & Söhne Akt.-Ges. ///
3,1244,"Handels- und Gewerbebank, Akt.-Ges. in Liqu."
3,1245,Norddeutsche Getreidehank Aktiengesellschaft.
3,1245,Cramer’sche Mühle A.-G.
3,1246,Weinhrennerei Scharlachberg Akt.-Ges.
3,1246,Manoli Aktiengesellschaft.
3,1246,Geflügelfarm „Kikeriki“ Aktiengesellschaft.
3,1247,Elektro-Großhandel Aktiengesellschaft.
3,1247,Ronneburger Bank Akt.-Ges. in Liqu.
3,1247,Zuckerfabrik Camburg A.-G. in Liqu.
3,1248,Bergisch-Märkische Margarine-Werke F. A. Isserstedt Aktiengesellschaft.
3,1248,"Bielefelder Keksfabrik Stratmann & Meyer, Aktiengesellschaft."
3,1248,Frankfurter Likörfabrik Aktiengesellschaft.
3,1249,Berliner Dampfmühlen-Actiengesellschaft.
3,1249,Osthafenmühlen Aktiengesellschaft.
3,1250,Pommersche Zuckerfabrik Anklam.
3,1250,Berlin-Licht enberger Melassefutter-Fabrik Aktiengesellschaft.
3,1250,Getreide-Verwertung Aktiengesellschaft in Liqu.
3,1251,Emil Uhlmann Aktiengesellschaft.
3,1252,Actien-Zuckerfabrik Broitzem.
3,1252,Carl Schirdewan Aktiengesellschaft.
3,1252,C er es- Assekuranz Aktiengesellschaft.
3,1253,Bank für Montanindustrie Aktiengesellschaft.
3,1253,Actiengesellschaft „Bürgerheim“.
3,1254,Harry Triiller Aktiengesellschaft.
3,1254,"Zuckerfabrik Nordharz, Aktiengesellschaft."
3,1255,"Dieckhoffsehe Brennereien, Akt.-Ges."
3,1255,"Rosenthaler Mühlenwerke, Aktiengesellschaft."
3,1255,"Dr. Theinhardt’s Nährmittelgesellschaft, Akt.-Ges."
3,1256,Große Mühle Oels Aktiengesellschaft.
3,1256,"Kohlenberg & Putz, Seefischerei-Aktiengesellschaft."
3,1257,Absatz-Aktiengesellschaft der Schleswig-Holsteinischen Meiereien.
3,1257,„Hagesüd“ Süddeutsche Handelsgesellschaft für das Fleischereigewerbe Aktiengesellschaft.
3,1257,Metropol-Theater- Aktiengesellschaft.
3,1258,Wiirtt. Milchverwertung Aktiengesellschaft.
3,1258,"A. Erlenwein & Cremer, Aktiengesellschaft."
3,1259,"Fritz Wild, Wurst- u. Fleischwarenfabrik Akt,-Ges."
3,1259,Wagner & Co. Getreide-Aktiengesellschaft.
3,1259,Sektkellerei Wachenheim Akt-Ges.
3,1260,Aktien-Rübenzuckerfabrik zu Burgdorf.
3,1260,Hansa Konservenfabrik Aktiengesellschaft.
3,1260,"Städtisches Schwimmbad Friedberg, Aktiengesellschaft."
3,1261,Aktien-Zuckerfabrik.
3,1261,Actien-Zuekerfabrik Broistedt.
3,1261,Zuckerfabrik Schladen Aktiengesellschaft.
3,1262,Aktienzuckerfabrik Alleringersleben.
3,1262,Stadtmühle Alsleben Akt-Ges.
3,1263,Zuckerfabrik Altfelde Aktiengesellschaft.
3,1263,Kurfürstenbad Godesberg Aktiengesellschaft.
3,1263,Friedländer Zuckerfabrik A.-G.
3,1264,Bad Wildunger Heilquellen-Akt.-Ges. Königsquelle.
3,1264,"Augusta-Viktoria-Bad und Hotel Kaiserhof, Actien-Gesellschaft."
3,1264,J. H. Bruns Zigarrenfabriken Aktien-Gesellschaft.
3,1265,Main-Gaswerke Aktiengesellschaft.
3,1265,Zuckerfabrik Algermissen.
3,1266,Aktiengesellschaft für gemeinnützige Unternehmungen zum Zwecke der Erziehung und Krankenpflege.
3,1266,"Niederrheinische Oelwerke, Actien-Gesellschaft."
3,1266,Paragon Kassenblock Aktiengesellschaft.
3,1267,C. W. Kemp Nachf. Aktien-Gesellschaft.
3,1267,Delikatessen- u. Conservenfabrik Delikafag Akt.-Ges.
3,1268,Zuckerfabrik Bedburg.
3,1268,Berliner Victoriamühle Aktiengesellschaft.
3,1269,Ala Anzeigen-Aktiengesellschaft.
3,1269,"Halberstädter Wurst- und Fleischkonservenwerke Heine & Co., Aktiengesellschaft."
3,1270,Carl Jörn Aktiengesellschaft.
3,1270,Wesermühlen-Aktiengesellschaft.
3,1270,Radlower Saatzucht und Waldkultur Aktiengesellschaft.
3,1271,Zuckerfabrik Alt-Jauer A.-G.
3,1271,Zuckerfabrik zur Rast.
3,1271,Fettversorgungs-Aktiengesellschaft-
3,1272,Aktiengesellschaft für rituellen Bedarf in Liqu.
3,1272,Baldur-Aktiengesellschaft für gärungslose Früchteverwertung.
3,1272,British-American Tobacco Company (C. E.) Akt.-Ges.
3,1272,„Bostanjoglo“ Zigaretten- u. Tabakfabrik Aktiengesellschaft.
3,1273,Mühlenwerke Velten Aktiengesellschaft.
3,1273,Müller & Braun Aktiengesellschaft Buttergroßhandlung.
3,1273,Einheitsfutter-Aktiengesellschaft.
3,1273,F. W. Borchardt Aktiengesellschaft.
3,1274,Meierei C. Bolle Aktiengesellschaft.
3,1274,Gaedke Aktiengesellschaft.
3,1274,Westdeutscher Jungmännerhund Aktiengesellschaft.
3,1275,Deutsche Mühlenvereinigung Aktiengesellschaft.
3,1275,Elstra-Werke Aktiengesellschaft in Liqu.
3,1275,Gabal-Spirituosenwerke Aktiengesellschaft.
3,1276,Deutsche Fleischgroßhandels-Aktiengesellschaft.
3,1276,Actiengesellschaft für Mühlenbetrieb.
3,1276,The Goodyear Tire & Rubber Co. Aktiengesellschaft.
3,1277,Hoffmann-Schokolade-Kommanditges. auf Aktien.
3,1277,Hartgriessmühle Aktiengesellschaft.
3,1277,„Galak“ Milcherzeugnisse Aktien-Gesellschaft.
3,1278,"Großeinkauf der Gastwirte Aktiengesellschaft, Hamburg."
3,1278,"„Aldemag“, Allgemeine Deutsche Margarine-Aktiengesellschaft."
3,1278,"Andreas Lill, Aktiengesellschaft."
3,1278,Frankfurter Margarin-Gesellschaft Aktiengesellschaft.
3,1279,„Niag“ Nahrungsmittel-Industrie Akt.-Ges.
3,1279,Vereinigte Süddeutsche Margarine- & Fettwerke Akt.-Ges.
3,1279,Kunstmühle Kinck A.-G.
3,1280,Rheinmühlen Aktiengesellschaft.
3,1280,"Dampftalgschmelze und Speisefettfabrik, Aktiengesellschaft."
3,1280,Schaumweinkellereien Breisach Aktiengesellschaft.
3,1281,"Wachs & Flössner, Aktiengesellschaft."
3,1281,Sächsische Keks- u. Waffel-Fabrik Ernst Schneider Akt.-Ges.
3,1281,Badische Tabakmanufaktur Roth-Händle Akt.-Ges.
3,1282,"Fritz Ahrberg, Aktiengesellschaft."
3,1282,Kaiser-Karls-Bad Aktien-Gesellschaft.
3,1282,Thüringer Nahrungsmittel Akt.-Ges.
3,1283,A. Doctor Akt.-Ges.
3,1283,M. Sperling Getreide-Aktiengesellschaft.
3,1283,Aktiengesellschaft Stadtgut Hardthöfe.
3,1283,Aktien-Getreide-Drescherei Gadenstedt.
3,1284,Gebrüder Bender A.-G.
3,1284,J. C. Develey Akt.-Ges.
3,1284,"Adolf Speck, Akt.-Ges., Zuckerwarenfabrik."
3,1284,„Resbag“ Restaurationsbetrieb Aktiengesellschaft.
3,1285,Erste Greifenhagener Wurst- und Fleischkonservenfabrik Ernst Brechler Aktiengesellschaft.
3,1285,Vereinigte Milchwerke Aktiengesellschaft.
3,1285,Briining’s Saalbau und Kruse’s Wilhelmsgarten Actiengesellschaft.
3,1286,Aktien-Zuckerfabrik Bockenem.
3,1286,Martin Brinkmann Aktiengesellschaft.
3,1286,Aktienzuckerfabrik „Twülpstedt“.
3,1287,„Geta“ Akt.-Ges. für Tabakverarbeitung.
3,1287,Vereinigte Pommersche Meiereien.
3,1287,Gesellschaft Urania.
3,1288,"Fritz Leonhardi, Aktiengesellschaft,"
3,1288,Union-Theater Aktiengesellschaft.
3,1288,Schnellgaststätte Rose Aktiengesellschaft.
3,1288,‘ Aktiengesellschaft. „Europa-Filmverleih
3,1289,Ph. Leman Mühlenwerke Akt.-Ges.
3,1289,Actien-Zuckerfabrik Goldbeck.
3,1289,Gaswerk Veitshöchheim Aktiengesellschaft.
3,1290,Atlantic-Hotel- Aktiengesellschaft.
3,1290,Kur-Aktiengesellschaft Bad Homburg vor der Höhe.
3,1290,Neustadter Volksbad Aktiengesellschaft.
3,1291,Kölner Klubhaus Aktiengesellschaft.
3,1291,Glotterwerk Aktiengesellschaft Süddeutsche Elektrizitätsgesellschaft.
3,1291,G„ W. Wolfsgruber Kunstmühle Aktiengesellschaft.
3,1291,Saemann & Co. Aktiengesellschaft.
3,1292,Gas- und Elektricitäts-Werke Nassau a. L. Aktiengesellschaft.
3,1292,Anker-Backwerke Aktiengesellschaft.
3,1292,Donau Aktiengesellschaft für gastronomische Betriebe.
3,1292,"Park-Hotel, Cafe Lück Akt.-Ges."
3,1293,Brunnenvertriebs-Aktiengesellschaft vorm. Dr. M. Lehmann — J. F. Heyl & Co.
3,1293,Munichenhaus-Aktiengesellschaft
3,1293,Mineralquellen Aktiengesellschaft.
3,1293,Kinoton Aktiengesellschaft.
3,1294,Breslauer Konzerthaus Aktiengesellschaft.
3,1294,Vereinigte Lichtspiele des Nordens Aktiengesellschaft.
3,1294,"Verbandshaus der Deutschen Gewerkvereine, Aktiengesellschaft."
3,1294,„Römischer Kaiser“ Hotel- u. Theater-Aktiengesellschaft.
3,1295,Hotel u. Restaurant Bürgerhof Akt.-Ges.
3,1295,Sanatorium Schloß Fürstenberg i. M. Akt.-Ges.
3,1295,Dienstbotenanstalt St. Marienhaus Aktiengesellschaft.
3,1295,Aktiengesellschaft Burschenschaft Franconia.
3,1295,Römerbad Aktiengesellschaft.
3,1296,Berghotel Teichmannbaude-Aktiengesellschaft.
3,1296,Akt.-Ges. Katholisches Vereinshaus Donaueschingen.
3,1296,Hotel Rheinischer Hof Aktiengesellschaft.
3,1296,Erfurter Grundstücks-Aktiengesellschaft Sedanstraße 7 in Erfurt.
3,1297,Volkswohlfahrt Aktiengesellschaft.
3,1297,Hotel-Akt.-Ges. Haus Herzog Bernhard u. Königin Olga zu Bad Liebenstein.
3,1297,Lichtspiel Betriebs Aktiengesellschaft.
3,1297,"C. Pecher, Aktiengesellschaft,"
3,1298,Coblenzer Hof Aktiengesellschaft.
3,1298,"Mühle Rüningen, Actiengesellschaft."
3,1300,Brennabor-Werke Aktiengesellschaft.
3,1300,"Schüle-Hohenlohe Aktien-Gesellschaft zu Kassel-Bettenhausen, Plüderliausen und Gerabronn."
3,1302,Verlag für Rechts- und Wirtschaftsliteratur Aktiengesellschaft.
3,1302,Petzold & Aulhorn Bienertstraße 1.
3,1302,Ullstein Aktiengesellschaft.
3,1304,Jung & Dittmar Aktiengesellschaft.
3,1304,Senkingwerk Aktiengesellschaft.
3,1304,Koudys Futterfabrik B. K. (Barneveldsche Kip) Akt.-Ges.
3,1305,"Deutsche Werkstätten, Aktiengesellschaft."
3,1305,Actien-Gesellschaft Juristenverein zu Bonn.
3,1306,Nationale Automobil-Gesellschaft Aktiengesellschaft. //
3,1308,"Hefftsche Kunstmühle, Akt.-Ges."
3,1309,Württemberger Vereinigte Möbelfabriken Schildknecht und Rail & Gerber Aktiengesellschaft.
3,1310,Neuhaidensleber Eisenbahn-Gesellschaft.
3,1310,Zuckerfabrik Salzwedel.
3,1311,„Midgard“ Deutsche See Verkehrs-Aktiengesellschaft.
3,1311,Vereinigte Feigenkaffeefabriken Andre Hofer Aktiengesellschaft.
3,1311,Actien-Zuckerfabrik Dettum.
3,1312,Aktiengesellschaft Zuckerfabrik Haynau.
3,1312,"Matheus Müller, Kommandit-Gesellschaft auf Aktien."
3,1313,Actienzuckerfabrik Wetterau.
3,1313,Kurhaus Alexandersbad Aktiengesellschaft.
