band,page,firmname
4,701,Porphyrwerke Wemheim-Schriesheim Aktiengesellschaft.
4,701,Hamburgische Privatassekuradeure Aktiengesellschaft.
4,702,Aktiengesellschaft Kursachsen Portland-Zementwerke.
4,702,Trierer Kalk- und Dolomitwerke Aktiengesellschaft.
4,703,Schenck & Liebe-Harkort Aktien-Gesellschaft.
4,703,Berliner Schokoladen- und Zuckerwaren-Fahrik Akt.-Ges.
4,703,„Daag“ Deutsche Assekuranz-Akt.-Ges.
4,704,"Textil-Assekuranz-Union Akt-Ges., Versicherungs-Kontor für die Textilindustrie."
4,704,Baltische Versicherungs-Actien-Bank.
4,704,Adelsheimer Elektrizitätswerk Aktiengesellschaft.
4,705,Thüringer Export-Bierbrauerei Aktiengesellschaft.
4,705,Berliner Versicherungs-Aktiengesellschaft.
4,706,"Artus, Aktiengesellschaft, Kunstgewerbliche Werkstätten in Liqu."
4,706,Weilburger Gasbeleuchtungs-Gesellschaft.
4,706,Aktiengesellschaft für Versicherungswerte.
4,706,Pumpen Akt-Ges. (Societe Sarroise de Construction de Pompes.)
4,707,"Recenia Wirk- und Web Warenfabrik, Aktiengesellschaft."
4,707,"Subox, Aktiengesellschaft."
4,707,Progress-Werk Oberkirch Aktiengesellschaft.
4,707,"Gehr. Theyssen, Aktiengesellschaft."
4,707,Lt. Mitteilung des früheren Vorst. Erich Theyssen vom Nov. 1934 besteht die Firma nicht mehr. Eine Ratzeburger Kleinbahn-Aktiengesellschaft in Liqu.
4,708,F. G. Dittmann Aktiengesellschaft.
4,708,Kardex Aktiengesellschaft für Büroartikel.
4,708,Transportkontor Leipziger Spediteure Akt.-Ges.
4,709,Badische Staatsbrauerei Rothaus Akt.-Ges.
4,709,Maschinenbau-Aktiengesellschaft vormals Ehrhardt & Sehmer.
4,710,L. C. Trapp Nachfolger Aktiengesellschaft.
4,710,Sophienbad Eisenach Aktiengesellschaft.
4,710,"Georg Philipp Gail, Aktiengesellschaft."
4,710,"J. M. Moellen, Gerberei u. Lacklederfabrik, Akt-Ges."
4,711,Messingwerk Unna Aktiengesellschaft.
4,711,Konservenfabrik Braunscbweig Aktiengesellschaft.
4,711,Henschel-FIugzeug-Werke Aktiengesellschaft.
4,711,"Hasper Badeanstalt, Aktien-Gesellschaft."
4,712,Gutehoffmmgshiitte Oberhausen Aktiengesellschaft.
4,713,"Germania-Brauerei, Aktiengesellschaft."
4,714,Heilbronner Strassenbahnen A.-G.
4,714,Aktiengesellschaft für Grundstücksverwertung.
4,714,Akt.-Ges. für Grundstücksverwertung Adalhertstraße 44.
4,715,Altbayerische Verlagsanstalt — Vereinigte Druckereien Akt.-Ges.
4,715,Aktiengesellschaft für Finanzierungen Commercium.
4,716,"Alter Westen, Grundstücks-Verwaltungs- und Verwertungs-Akt.-Ges."
4,716,"Altland, Grundstücks-Aktiengesellschaft."
4,716,"Am Lustgarten, Grundstücks-Verwaltungs- u, Verwertungs- Akt.-Ges."
4,716,"Aiihalter Feilenfabrik, Aktiengesellschaft."
4,717,Aktiengesellschaft für Grnndkredit
4,717,Aktiengesellschaft für Grundstücksverwertung Duisburg-Nord.
4,717,Königs Malzfabrik Aktiengesellschaft.
4,718,Aktiengesellschaft für Leinen- und Baumwollindustrie.
4,718,Aktiengesellschaft für Spinnerei und Weberei Oederan.
4,718,Kühlhaus Lübeck Aktiengesellschaft.
4,719,Harzer Brauerei Aktiengesellschaft.
4,719,Aktiengesellschaft für Bauten.
4,720,Deutsche Eisenwerke Aktiengesellschaft.
4,720,"J. F. Adolff, Aktiengesellschaft."
4,720,Aktiengesellschaft für Bauausführungen Essen.
4,721,Aktiengesellschaft der Dillinger Hüttenwerke. (Societe Anonyme des Forges et Acieries de Dilling.)
4,721,Albatroswerke Aktiengesellschaft.
4,722,Aktiengesellschaft für Baufinanzierungen.
4,722,Aktiengesellschaft für bergbauliche Arbeiten.
4,722,Aktiengesellschaft für Bank- und Hypothekenverkehr.
4,723,Aktiengesellschaft für Treuhandverkehr und Wirtschaftsprüfung.
4,723,Aktiengesellschaft für Treuhandverwaltung und Revision.
4,723,Aktiengesellschaft für die Vermittlung von Hypotheken und Grundkredit Frankfurt a. O. in Liqu.
4,723,Aktien-Wirkerei Geyer Aktiengesellschaft.
4,724,August Thyssen-Hütte Aktiengesellschaft.
4,724,Aktiengesellschaft für Hypotheken und Grundbesitz.
4,724,Aktiengesellschaft für Handels- und Industrie-Werte.
4,725,Autopalast des Westens Aktiengesellschaft.
4,725,"Badische Baugesellschaft, A.-G. für Hoch- und Tiefbau."
4,725,Ansbacher Motorenfabrik Karl Bachmann Akt-Ges.
4,726,Herman Wupperman Aktiengesellschaft.
4,726,"Joh. Ackermann und Söhne, Akt.-Ges."
4,726,Allgemeine Film-Finanzierungs-Aktiengesellscbaft (Algemfi).
4,726,Zentrale der landwirtschaftlichen Lagerhäuser Akt.-Ges.
4,727,Allgemeine Kredit- u. Depositen-Bank Aktiengesellschaft.
4,727,Allgemeine Treuhand Aktiengesellschaft Leipzig.
4,727,"Aktiengesellschaft für Wirtschaftsberatung, Revision und Treuhandwesen."
4,727,"Aktiengesellschaft für Tricotweherei, vorm. Gehr. Mann in Liqu."
4,728,Treuhand rheinisch-westfälischer Rechtsanwälte u. Notare Aktiengesellschaft (Treureno).
4,728,"Abewag, Aschaffenburger Bekleidungswerkstatt Aktiengesellschaft."
4,728,Spreewaldbahn-Aktiengesellschaft.
4,729,Tivoli Industriewerke Aktiengesellschaft.
4,729,Knapperfsbusch-Wülfing Aktiengesellschaft.
4,729,H. Peters Aktiengesellschaft.
4,730,Steinbilder Meer-Bahn.
4,730,Carolina Benzm-Vertriehs-Aktiengesellschaft.
4,730,Mehl- und Handels-Aktiengesellschaft.
4,731,Ruhrchemie Aktiengesellschaft.
4,732,Handelsgesellschaft Fleischerverband Akt.-Ges. (Haflag) in Liqu.
4,732,Brennstoff Aktien-Gesellschaft.
4,733,Rappold & Volk Aktiengesellschaft.
4,733,Ausland-Handel-Aktiengesellschaft.
4,733,German Traders — Deutsche Handels Aktiengesellschaft.
4,733,Allgemeine Handels-Aktiengesellschaft.
4,734,Kaufhaus Kortum Aktiengesellschaft.
4,734,"Oskar Länge, Aktiengesellschaft."
4,734,"Nassanische Tabakfabrik Aktiengesellschaft in Liqu,"
4,734,"Cüstriner Mühlenwerk, Gebrüder Herzog, Aktiengesellschaft."
4,735,Saarbrücker Klein- u. Straßenbahn-A.-G.
4,735,Rosiny-Mühlen-Aktien-Gesellschaft.
4,736,Terra Film Aktiengesellschaft.
4,736,A. Busse & Co. Aktiengesellschaft.
4,737,Stolper Spiritus-Lagerhaus-Akt.-Ges.
4,737,"Bahn-, Straßen- und Tiefbau Aktiengesellschaft in Liqu."
4,737,"Bamberger Haarhutfabrik vorm. Albert Funk, Aktiengesellschaft."
4,737,Baustoff-Werke Akt.-Ges. Delmenhorst.
4,738,Düsseldorfer Baubank.
4,738,Berliner Mörtel- und Steinzeugwerke Aktiengesellschaft.
4,739,"„Dewog“ Deutsche Wohnungsfürsorge Aktien-Gesellschaft für Beamte, Angestellte u. Arbeiter."
4,739,Bank für Handel u. Gewerbe Akt.-Ges. in Liqu.
4,740,"Dachziegelwerke Ergoldsbach, A.-G."
4,740,Bayerische Glashütten-Akt.-Ges. Honstein.
4,741,Bremer Jute-Spinnerei und Weberei Aktiengesellschaft.
4,741,Bausparkasse Schwabentreue Aktiengesellschaft.
4,741,Bayerische Flugzeugwerke Aktiengesellschaft.
4,742,"Billeter & Klunz, Aktiengesellschaft."
4,742,Deutsche Kleider-Werke Aktiengesellschaft.
4,743,Berlin-Charlottenburger Aktiengesellschaft für Grundbesitz.
4,743,u. Weberei Arien.
4,743,Berliner Kreditinvestierungsgesellschaft Aktien-Gesellschaft.
4,744,Boden-Aktiengesellschaft Steglitz.
4,744,Baustoffwerke Aktiengesellschaft in Liqu.
4,744,Carl Büchting & Co. Aktiengesellschaft.
4,744,Rheinische Wirtschafts-Aktiengesellschaft.
4,745,Bayerische Landesproduktenbank Aktien-Gesellschaft in Liqu.
4,745,Bärenschanz-Fürther Straße Grundstücks-Verwertungs-Akt.-Ges.
4,745,Berliner Häuser Union Aktiengesellschaft.
4,745,Berlin-Zentrum Aktiengesellschaft für industrielle Beteiligungen.
4,746,"Gebr. Binder, Aktiengesellschaft."
4,746,Baumwoll-Spinnerei und -Weberei Anton Walraf Söhne Aktiengesellschaft.
4,746,„Borvisk“ Kunstseiden-Aktiengesellschaft.
4,746,Berlin-Görlitzer Grundstücks-Aktiengesellschaft.
4,747,Benzinger-Bau- Aktiengesellschaft.
4,747,"Bergbaugesellschaft Niesky Aktiengesellschaft,"
4,747,Bergische Grauwacke Akt.-Ges.
4,747,Berlin-Altonaer Grundstücks-Akt.-Ges.
4,748,"Blexer Dampfziegelei, Aktiengesellschaft."
4,748,"Ludwig Blucke Akt.-Ges,"
4,748,"Bochumer Verein für Gußstahlfabrikation, Aktiengesellschaft."
4,749,"Bonner Keramik, Aktiengesellschaft."
4,749,*Faradit Rohr- und Walzwerk Aktiengesellschaft.
4,749,* Fredebeul & Koenen Aktiengesellschaft.
4,749,Ruscheweyh Tisch- und Möbelfabrik Aktiengesellschaft.
4,750,* Aktiengesellschaft des Altenbergs für Bergbau und Zinkhüttenbetrieb.
4,750,*Ravia-Spoer Aktiengesellschaft.
4,750,* Papierfabrik Remse Aktiengesellschaft.
4,750,Bau Aktiengesellschaft.
4,751,"Bank für keramische Industrie, Akt-Ges."
4,751,Basalt- u. Montan-Industrie Westerwald Aktiengesellschaft.
4,751,Gebauer-Schwetschke Druckerei und Verlag Akt.-Ges.
4,752,Vereinigte Braunkohlenbergwerks-Aktiengesellschaft.
4,752,"Bank für Handel und Landwirtschaft, Aktiengesellschaft."
4,752,Bremer Wollwäscherei in Liqu.
4,753,Bank für Realkredit Akt.-Ges.
4,753,"Bürgerhaus Lehe, Akt.-Ges."
4,753,Basaltlava-Aktiengesellschaft.
4,754,"Comex, Grundstücks-Aktiengesellschaft."
4,754,Göpenicker Wohnbau-Akt.-Ges.
4,754,Hildebrandsche Mühlenwerke Aktien-Gesellschaft. ’t
4,755,621 934 Bankhaus Hermann Loewy Aktiengesellschaft.
4,756,Braunkohlen- u. Brikettwerk Berggeist Akt.-Ges.
4,756,"L. S. Brinkmann Akt.-Ges., Strick- u. Wirkwaren-Fabrik."
4,756,Cosmos United Textile Works Akt.-Ges.
4,757,Bankhaus Bühl & Co. Kommanditgesellschaft auf Aktien
4,757,Budapesterstraße 31 Grundstücks-Akt-Ges.
4,757,Calor-Elektrizitäts-Aktiengesellschaft.
4,757,Chemnitzer Wirkwarenfabrik Akt.-Ges. vorm. Weicker & Kempfing.
4,758,Chemnitzer Wirk war en-Manufaktur Aktiengesellschaft.
4,758,City Friedrichstraße 238 Grundstücks-Akt.-Ges.
4,758,Bülowhausverwaltung Aktiengesellschaft.
4,758,Bülowstraße 90 Grundstücksverwertungs-Akt.-Ges.
4,758,Custodia Treuhand Aktiengesellschaft.
4,759,Dachziegelwerk Möding Aktiengesellschaft.
4,759,Gesellschaft für elektrische Hoch- und Untergrundbahnen in Berlin (Hochbahngesellschaft) in Liqu.
4,759,Deutsche Braunkohlen-Aktiengesellschaft.
4,760,Deutsche Celta Aktiengesellschaft.
4,760,Deutsche Gips-Compagnie Aktiengesellschaft.
4,760,Deutsche Gipswerke Aktiengesellschaft.
4,760,Deutsche Haus- und Boden-Gesellschaft Akt.-Ges.
4,760,Grundstücksgesellschaft Alte Jakohstrasse 133 Aktiengesellschaft.
4,761,"Deutsche Mittelstandsbank, Aktiengesellschaft."
4,761,Dachziegelwerke Schwandorf Aktiengesellschaft.
4,761,Dorstener Glashütte Aktiengesellschaft.
4,761,Bausparkasse Roland Aktiengesellschaft ln Liqu.
4,762,Diana Bad Akt.-Ges.
4,762,Dresdner Treuhand-Aktiengesellschaft.
4,762,Dresdner Immobilien-Verkehrsbank Aktiengesellschaft.
4,762,Hausmark Aktiengesellschaft für Grundbesitz.
4,763,Harmonie Bäcker-Innungshaus Akt.-Ges.
4,763,Hasselbrookhaus Aktiengesellschaft.
4,763,"Hausgesellschaft Schöneberg, Körnerstraße 48, Beckerstraße 13/14, Knausstraße 1, Aktiengesellschaft."
4,763,"Heitzig & Co. Aktiengesellschaft, Präpotenz-Fräsmaschinenfabrik."
4,764,"Hausverwaltungsgesellschaft Hefnerplatz 12 in Nürnberg, Aktiengesellschaft."
4,764,Heimtyp Aktiengesellschaft.
4,764,Heine & Ohlendorf Aktiengesellschaft.
4,764,Hessische Ziegeleien und Kalkwerke Aktiengesellschaft.
4,765,"M. Hensoldt und Söhne, Optische Werke Aktiengesellschaft."
4,765,G. Herchert Aktiengesellschaft.
4,765,Hirschberger Grundstücks-Aktiengesellschaft.
4,766,Heinr. Hermes Aktiengesellschaft.
4,766,"Hiby & Schroer, Aktiengesellschaft in Liqu."
4,766,Draht- und Drahtstift-Werk
4,766,"Gebrüder Hoffmann, Aktiengesellschaft."
4,767,Actien-Gesellschaft H. F. Eckert in Liqu.
4,768,"Eschweiler Ringofenwerke, Aktiengesellschaft."
4,768,"Höf er, Hockemeyer & Stadler Aktiengesellschaft."
4,768,Energie Aktiengesellschaft Leipzig.
4,769,Hannoversche Kolonisations- und Moorverwertungs- Aktiengesellschaft.
4,769,Dampfziegelei Schanzenherg Aktiengesellschaft.
4,770,Mechanische Leinenweberei Salzgitter.
4,770,Oswald Hofmann Aktiengesellschaft.
4,770,Walter Hoene Akt.-Ges. in Liqu.
4,770,"Hochseenetzwerke, Aktiengesellschaft."
4,771,H. Fuld & Co. Telephon- und Telegraphenwerke Akt.-Ges.
4,771,Faserwerke Aktiengesellschaft.
4,771,Dachziegelwerke Hoope Aktiengesellschaft.
4,772,Bauaktiengesellschaft Sterkrade-Stadtmitte.
4,772,Eilenburger Kaftun-Manufaktur-Aktien-Gesellschaft.
4,774,Frankonia Aktiengesellschaft vormals Albert Frank in Liqu.
4,774,„Erfordia“ Maschinenbau-Aktiengesellschaft.
4,775,Druckerei u. Appretur Brombach A.-G.
4,775,"Friedrichsfelde-Lichtenberg-Terrain-Aktien-Gesellschaft,"
4,776,Grundstücksgesellschaft Lindowerstraße 20a/22 Aktiengesellschaft.
4,776,"Baugesellschaff am Teltowkanal Aktiengesellschaft,"
4,776,Erfurter Mechanische Schuhfabrik Actiengesellschaft.
4,777,Paul Firchow Nachfgr. Apparate- und Uhrenfabrik Aktiengesellschaft.
4,777,"Oscar Falbe, Aktiengesellschaft."
4,777,"Elektricitäts-Aktiengesellschaft vorm, C. Büchner."
4,778,Elektrizitäts-Versorgungs-Aktiengesellschaft.
4,778,Eisen-Aktiengesellschaft.
4,778,Eisenbetonhau-Akt.-Ges. vormals Vetterlein & Co. in Liqu.
4,778,Elektrizitätswerk Weissenborn Aktiengesellschaft.
4,779,Erzgebirgische Textilwerke Akt.-Ges.
4,779,Etamine Weberei Aktiengesellschaft.
4,779,„Feba“ Fabrik elektrotechnischer Bedarfsartikel Aktiengesellschaft.
4,780,"Baumwollspinnerei Ludwig Schwartz, Aktiengesellschaft."
4,780,Erste Deutsche Tüllfabrik Gebr. Lehm Akt.-Ges.
4,780,"Elektrizitätswerk Köthen, Aktiengesellschaft."
4,780,Gemeinnützige Mecklenburgische Ansiedelungs-Ges. Akt.-Ges. in Liqu.
4,780,Handels-Akt.-Ges. „Berlin“.
4,780,Bau-Aktiengesellschaft Leverkusen.
4,781,Fernwellen-Apparatebau Akt-Ges.
4,781,„Fides“ Aktiengesellschaft für Revisions- und Treuhandwesen
4,781,"F. & R. Fischer, Aktiengesellschaft."
4,781,Georg Gerlach & Co. Aktiengesellschaft.
4,782,C. C. Förster Textil-Aktiengesellschaft.
4,782,Finanzierungs-Aki.-Ges. für Elektrotechnik u. Maschinenbau.
4,782,Gemeinnützige Baugesellschaft Immigrath Akt.-Ges.
4,782,Rohfahakvergärungs- Aktiengesellschaft.
4,783,Gemeinnützige Siedelungs- u. Kriegerheimstätten-Akt.-Ges. in Liqu.
4,783,Gemeinnützige Bodenkultur u. Siedlungs-Aktien-Gesellschaft.
4,783,Sichel Bleistiftfabrik A.-G. vorm. M. Meinetsherger & Co.
4,783,Schlesische Metall-Aktiengesellschaft in Liqu.
4,784,Frankensteiner Magnesitwerke Aktiengesellschaft.
4,784,Frankfurter Treuhand- u. Revisions-Ges. Akt.-Ges.
4,784,„Freies Heim“ Bauspar-Aktiengesellschaft.
4,784,"Mech. Segeltuchweberei Wildenfels, Aktiengesellschaft."
4,785,„Gertrud“ Grundstücksverwertungs-Akt.-Ges.
4,785,"Gewobag, Gemeinnützige Eigenheim-Spar- und Wohnungsbau Aktiengesellschaft."
4,785,Gezeitenkraft-Bau- und Verwertungs-Akt-Ges.
4,785,Großberliner Grundstücks-Verwertungs-Aktiengesellschaft.
4,786,Glashütte Neuwerk Aktiengesellschaft.
4,786,"Remag Aktiengesellschaft vormals Wolf Netter,"
4,786,"Freiland Boden Aktiengesellschaft,"
4,786,"Glas & Keramik, Aktiengesellschaft vorm. Gebr. Ackermann in Liqu."
4,787,O. Görner jr. Strumpffabriken Aktiengesellschaft.
4,787,Robert Götze Aktiengesellschaft.
4,787,Friedrichsthaler Eisenwerk Aktiengesellschaft (Fonderie et Ferblanterie de Friedridisthal).
4,788,Friedrichstraße 21 Grundstücks-Akt.-Ges.
4,788,Fürstenberger Parzellierungs-Aktiengesellschaft in Liqu.
4,788,Ludwig Ganz Aktiengesellschaft in Liqu.
4,788,"Gelsenkirchener Röhren-, Armaturen u. Fittingswerk A.-G."
4,788,Grundstücks-Aktiengesellschaft Jerusalemerstr. 16.
4,789,Grundstücks-Aktiengesellschaft Grimmaischestraße 26.
4,789,Grundstücks-Aktiengesellschaft Grolmanstraße.
4,789,Grundstücks-Aktiengesellschaft Königsplatz.
4,789,Grundstücks-Akt.-Ges. Schellingstraße.
4,789,"Witt & Zimpel, Aktiengesellschaft."
4,790,Grundstücksverwaltung Nieder-Schönfeld Aktiengesellschaft.
4,790,Hagener Grundstücks-Akt.-Ges.
4,790,"Grüner & Sohn, Wollspinnerei- u. Strickgarn-Fabrik Akt.-Ges."
4,790,Haigerer Hütte Aktiengesellschaft.
4,791,"Wittener Walzen-Mühle, Actiengesellschaft."
4,791,"Süddeutsche Handelsvereinigung, Akt.-Ges. in Liqu."
4,791,Stahl & Mante Backwaren Aktiengesellschaft.
4,791,Spar- und Credithank Aktiengesellschaft.
4,792,J. L. Rex Aktiengesellschaft.
4,792,Grundstücksgesellschaft Regentenstr. 3 Akt-Ges.
4,792,Handels- und Warenkredit Aktiengesellschaft in Liqu.
4,792,Guss- & Tafelglashutten Aktiengesellschaft.
4,792,J. Polak Aktiengesellschaft.
4,793,Kleinbahn Kieler Hafenbahn Aktiengesellschaft.
4,793,Gas- & Elektricitäts-Werke Brossen A.-G.
4,794,Gas- und Elektricitäts-Werke Brockau (b. Breslau) A.-G.
4,794,"Anhalt, Aktiengesellschaft. Gasversorgung Magdeburg-"
4,795,Dessauer Werke für Zucker- und Chemische Industrie Aktiengesellschaft.
4,795,"Brauerei C. W. Naumann, Aktiengesellschaft."
4,798,"Arnold Andre, Aktiengesellschaft."
4,798,"Altonaer Stadttheater, Aktien-Gesellschaft."
4,798,Flugplatz Rudolstadt-Saalfeld-Bad Blankenburg Aktiengesellschaft.
4,798,Actien-Stärke-Fabrik Croya.
4,799,Allgäuer Alpenmilch Aktiengesellschaft.
4,799,Aktiengesellschaft für Filmbeteiligungen.
4,800,Delmenhorster Muhlenwerke Akt-Ges.
4,800,Danziger Lachs Deutsche Vertriebs-Aktiengesellschaft.
4,800,Hessenkauf Aktiengesellschaft.
4,800,Siegburger Metallwerk Akt.-Ges.
4,801,Südwestdeutsche Flugbetriebs-Aktiengesellschaft „Rhein-Main“.
4,801,Kleinbahn-Aet.-Ges. Virchow-Deutsch-Kroner-Kreisgrenze.
4,801,Sedanstraße 51 Grundstücks-Aktiengesellschaft.
4,802,Binse-Maschinenbau- Aktiengesellschaft.
4,802,Fabrik landwirtschaftlicher Maschinen Achtbai Akt.-Ges.
4,802,Gemeinnützige Hadelner Bau- und Siedelungs-A.-G.
4,803,Meißner Ofen- und Porzellan-Fabrik vorm. C. Teichert. /
4,805,Grundstückswerte Aktiengesellschaft.
4,806,Sächsische Notruf-Aktiengesellschaft.
4,806,A. Röllinghoff Aktiengesellschaft.
4,806,„Pieissenburg“ Grundstücks-Akt.-Ges.
4,806,"Niederlinxweiler Bank, Aktiengesellschaft."
4,806,J. G. Lieb Söhne A.-G.
4,807,Saatziger Kleinbahnen-Aktien-Gesellschaft.
4,807,"Coblenzer Handelsbank, Akt.-Ges."
4,807,Gelände- & Bau-Aktien-Gesellschaft.
4,808,"Zwirnerei & Nähfadenfabrik Kirchberg, Akt.-Ges."
4,808,Seidenparadies Aktiengesellschaft.
4,808,Unitas Vermögensverwaltungs-Aktiengesellschaft
4,808,Alexanderstraße 9 Grundstücksverwertungs-Akt.-Ges.
4,809,"Josef Hoffmann & Söhne, Aktiengesellschaft."
4,809,Chemnitzer Landbank Aktiengesellschaft.
4,809,Bau-Aktien-Gesellschaft Schloßstraße in Mülheim-Ruhr in Liqu.
4,810,Blumenstraße 94 Grundstücksverwertungs-Aktiengesellschaft.
4,810,"Brennerstraße 8, Grundstücks-Aktiengesellschaft."
4,810,Freia Automobil-Aktiengesellschaft.
4,810,Miet-Standard-Aktien-Gesellschaft.
4,810,Holzbearbeitungs-Aktiengesellschaft Wilthen.
4,811,"Verwaltungsgesellschaft für Schwachstromwerte A.-G,"
4,811,Centro Aktiengesellschaft für Handel und Industrie.
4,811,„Eigenheim“ Allgemeine Deutsche Bauspar-Akt-Ges. in Liqu.
4,811,Industriehaus Erdmannshof Grundstücks-Verwertungs-A.-G.
4,811,Brauerei Kloster Heiligenstein Aktiengesellschaft.
4,812,Mode-Wäsche-Industrie-Aktiengesellschaft.
4,812,„Der Wilhelmshof“ Grundstücksverwertungs-Aktiengesellschaft.
4,812,"Neue Jacobstraße 16/17, Grundstücksverwertungs- Aktiengesellschaft."
4,812,Frisia Aktiengesellschaft in Liqu.
4,812,"Liquidator: August Wollenweber, Hannover-Hainholz. | Julius Napp & Co. Aktienges. für Leim- u. Gelatine-Fabrikation"
4,813,"Friedrich-Wilhelm-Straße 6, 6a Grundstücksverwertungs- Aktiengesellschaft."
4,813,Spatwerke und Erdfarbenindustrie Aktiengesellschaft.
4,813,Württembergische Isolierrohrwerke Aktiengesellschaft.
4,814,Industria Verwaltungsaktiengesellschaft.
4,814,Süddeutsche Elektrohandels-Aktiengesellschaft.
4,814,Versorgungs-Aktiengesellschaft in Liqu.
4,814,"„Hanno werke“, Hannoversche Werkzeug- u. Maschinenfabrik A.-G. in Liqu."
4,814,Viehauktionshalle Allenstein Aktiengesellschaft.
4,815,Färberei-Aktiengesellschaft G. Büschgens & Sohn.
4,815,Eigenhaus Aktiengesellschaft in Liqu.
4,815,"Die Ges-., der bereits 1926 die Löschung von Amts wegen angedroht war, befindet sich seitdem in Liqu. Aktiengesellschaft für Holzhandel u. Holzindustrie in Liqu."
4,815,"Harzburg, Arnsbergstraße 7. Friedhofen’sche Ziegelwerke Aktiengesellschaft."
4,815,"F. Knobel, Lederfabrik, Aktiengesellschaft in Liqu."
4,815,"Otto Knobel, August Knöbel, Wiedenbrück. Niederrheinische Metallwarenfabrik A.-G."
4,815,Cuxhaven-Brunsbüttel Dampfer-A.-G. in Liqu.
4,816,Neumärkische Aktiengesellschaft.
4,816,Schwengers Handelsaktiengesellschaft.
4,816,Chemische Fabrik und Extraktionswerke A.-G. in Liqu.
4,816,Frankenberger Sportschuhfabrik Aktiengesellschaft in Liqu.
4,816,Füllfeder-Aktiengesellschaft.
4,816,Elektrometall Göttingen Aktienges. in Liqu.
4,817,Bergbau Aktiengesellschaft.
4,817,Altsfädter Handels-Aktien-Gesellschaft.
4,817,Dannhauser & Kaiser Aktiengesellschaft.
4,817,Aktiengesellschaft für restlose Vergasung in Liqu.
4,817,Handels-Aktiengesellschaft fiir Industrie-Bedarf.
4,817,"Heinrich Wanders, Akt-Ges."
4,818,Ad. Wüstenfeld & Co. Aktiengesellschaft.
4,818,Jacquet- Aktiengesellschaft.
4,818,Gehr. Röders Aktiengesellschaft.
4,818,Grade-Automobil- Aktiengesellschaft.
4,819,Hypothekenkasse Aktiengesellschaft.
4,820,Schaumburg-Lippische Domanenhrennereien Akt.-Ges.
4,820,Osnabrücker Stadtballe Aktiengesellschaft.
4,820,Ziederthal-Eisenhahn-Gesellschaft.
4,820,A. Hubald & Cie. Aktiengesellschaft.
4,821,Imperator-Metallwaren-Fabrik Aktiengesellschaft.
4,821,Langensalzaer Kleinbahn-Aktiengesellschaft.
4,821,Hutfabrik Meteor Aktiengesellschaft.
4,821,Leberecht Hiinlich Aktiengesellschaft.
4,822,„Lloyd-Tresor“ Aktiengesellschaft.
4,822,"Landbank, Aktiengesellschaft, Kunzendorf."
4,822,Oldenburgische Spar- & Leih-Bank.
4,824,Carl Kalauch Aktiengesellschaft.
4,824,Rheinland Kolonialwaren-Großhandels-Aktiengesellschaft.
4,824,Im Export viertel Grundstücks-Verwaltungs- und Verwertimgs- Aktien-Gesellscliaft
4,824,Industrie- u. Baustoff-Aktiengesellschaft.
4,825,Industrie und Handels-Kredit-Aktiengesellschaft.
4,825,Industrielle Garantie Aktiengesellschaft.
4,825,"Fr. Aug. Jahn, Werkzeug- u. Maschinenfabrik A.-G."
4,825,"Kleiderfabrik Kaiserslautern, Aktiengesellschaft."
4,826,Jura Oelschiefer-Werke Aktiengesellschaft.
4,826,"„Kavag“, Aktiengesellschaft zur Verwertung von Kämmerei- und Spinnerei-Abgängen."
