band,firmname_page,firmname
3,335,Saxonia Grundstücks-Aktiengesellschaft
3,336,Carl Schmidt Bauindustrie-Aktiengesellschaft
3,336,Schöttle & Schuster Akt.-Ges.
3,336,Schrobsdorff-Normenbau-Akt.-Ges.
3,337,"Schwan, Grundstücks- Akt.-Ges."
3,337,„Sedes“ Aktiengesellschaft für Grundbesitz in Liqu.
3,337,Spandauerstrasse Grundstücksverwaltungs-Akt.-Ges.
3,337,"Stadtbau- Akt.-Ges., Berlin."
3,337,"Sturm, Hausverwaltungs- und Grunderwerbs-Akt.-Ges. am Treptower Park 53, Berlin."
3,338,"Tempelhofer Strasse 16, Grundstücks-Akt.-Ges"
3,338,"Terrain-A.-G. Berlin-Mariendorf,"
3,338,Terraingesellschaft Frankfurter Chaussee A.-G.
3,340,„Thomashof“ Grundstücks-Actiengesellschaft
3,340,Tiergarten Grundstücks-Aktiengesellschaft
3,340,Toga Grundstücks-Akt.-Ges. in Berlin.
3,340,"Uhlandstrasse 194, Grundstücksverwertungs-Akt.-Ges."
3,341,"Vega, Grundstücks-Aktiengesellschaft"
3,341,Verwaltung von Bodenbesitz Akt.-Ges.
3,341,Verwaltungsgesellschaft Kurfürstenstrasse 114 Akt.-Ges.
3,342,Villen-Parzellen-Aktiengesellschaft
3,342,"Voluntas, Aktiengesellschaft für Bauausführungen"
3,342,"Waldstrasse 40, Hausverwaltungs-Akt.-Ges."
3,342,Warex Grundstücks-Aktiengesellschaft
3,343,Wassmannstrasse 15 Grundstücksverwertungs-Akt.-Ges.
3,343,"Weichselstrasse 30, Grundstücks-Aktiengesellschaft"
3,343,Wellnerhaus Grundstücksverwertungs-Akt.-Ges.
3,344,West-City Grundstücks-Aktiengesellschaft
3,344,"Wilhelmsaue Grundstücks - Akt.-Ges. in Liqu,,"
3,344,"Wilmersdorfer Handels- und Bau-Aktiengesellschaft,"
3,344,„Windsor“ Grundstücks-Aktiengesellschaft in Berlin.
3,345,Wittenauer Boden-Aktiengesellschaft
3,345,H. Wittner Akt.-Ges. für Baustoffe
3,345,"„Witzlebenplatz“, Grundstücks-Akt.-Ges."
3,346,Wochenend Haus und Boden Aktiengesellschaft
3,346,Wochenend-Terrain-Aktiengesellschaft
3,346,"Wochenend West, Grundstücks- Akt.-Ges."
3,347,Wohnhaus Aktiengesellschaft
3,347,"Wohnungsbaugesellschaft Eintracht, Gemeinnützige Aktiengesellschaft"
3,347,"Betonbau Rheinland, Akt.-Ges. in Liqu., Beuel."
3,347,"Fr. Mi iller, Akt.-Ges. für Hoch-, Tief- u. Eisenbetonbau"
3,348,Bontal Akt.-Ges.
3,348,Act.-Ges. für Industrie und Grunderwerb
3,348,Gemeinnützige Heimstätten-Akt.-Ges. Breslau
3,349,Siedlungsgesellschaft Breslau Akt.-Ges.
3,350,Bau und Boden Aktiengesellschaft in Chemnitz
3,350,Ludwig Voss Akt.-Ges.
3,350,Gebrüder Lutz A.-6.
3,351,Glückauf-Bau-Aktiengesellschaft
3,351,. D. Liesenhoff & Co. Aktiengesellschaft für Bauunternehmungen
3,352,A. Rübenkamp Akt.-Ges.
3,352,Ruhrwohnungsbau-Aktiengesellschaft
3,353,Westfalenhaus Aktiengesellschaft
3,354,"Aktiengesellschaft für Bodenkultur in Liqu., Dresden."
3,354,Grundstücksgesellschaft Dresden-Johannstadt Akt.-Ges.
3,354,Paur & Comp. Akt.-Ges.
3,355,Aktiengesellschaft für Grundbesitz
3,355,"Düsseldorfer Baubank in Düsseldorf,"
3,356,"Grundstücksverwaltung-Aktiengeselischaft Düsseldorf,"
3,356,„Hansa“ Rheinische Immobilien-Akt.-Ges. in Liqu.
3,357,"Ernst Sandvoss, Akt.-Ges."
3,357,"*Aktiengesellschaft für Grundstücksverwertung Duisburg-Nord, Duisburg-Hamborn."
3,357,Tiefbau-Akt.-Ges. „Unterweser*
3,358,Gemeinnützige Heimstätten -Akt.- Ges. Erfurt
3,358,Süddeutsche Bitumuls Kaltasphalt Aktiengesellschaft
3,358,Allgemeiner Bauverein Essen Akt.-Ges.
3,359,Baugesellschaft Westdeutschland Akt.-Ges.
3,359,Burgplatzbau-Akt.-Ges.
3,360,"Deutsche Bau-Aktiengesellschaft,"
3,360,Deutschlandhaus Aktiengesellschaft
3,360,Gemeinnützige Heimstätten Akt.-Ges. Essen
3,361,Gemeinnütziger Bauverein Akt.-Ges.
3,361,Grundstücks-Aktiengesellschaft Limbeckertor
3,362,Haus- und Grundstückverwertungs-Aktiengesellschaft
3,362,Theaterplatzbau- -Aktiengesellschaft
3,363,"Aktiengesellschaft für Bauausführungen,"
3,363,Aktiengesellschaft für Kapital-Anlagen
3,363,Aktien-Gesellschaft zur gemeinnützigen Beschaffung
3,364,August Annathan Aktiengesellschaft
3,364,Appel & Zahn Aktiengesellschaft
3,365,Gewobag Gemeinnützige Wohnungsbau Akt.-Ges. Hessen und Hessen-Nassau
3,365,Ludwig Grüder Baudekorations-Akt.-Ges.
3,365,Grundstücks- und Hypotheken-Vermittlung-Akt.-Ges.
3,366,Industriehaus Prinzenhof Grundstücksverwertungs-A.-G.
3,366,„Progress“ Grundstücks -Verwertungs - Aktiengesellschaft
3,366,"Rhein-Mainische Akt.-Ges. für gemeinnützigen Siedlungs- und Wohnungsbau in Frankfurt a. M., Steinweg 9."
3,367,Saalbau-Actiengesellschaft
3,367,Siiddeutsche Grossbauten Akt.-Ges.
3,367,Süddeutsche Immobilien-Gesellschaft
3,368,Beteiligungen: kapital ligung
3,369,Südwestdeutsche gemeinnützige Wohnungsbau -Akt.-Ges.
3,370,"„Terra“ Akt.-Ges. für Haus- u. Grundbesitz in Liqu.,"
3,371,Terrain-Akt.-Ges. Holzhausenpark in Ligqn.
3,371,"Veifa-Werke, Aktiengesellschaft"
3,371,"Wayss & Freytag, Akt.-Ges."
3,375,Gemeinnützige Heimstätten-Akt.-Ges. Frankfurt a. 0.
3,376,Freiburger Gemeinnützige Baugesellschaft Akt.-Ges.
3,376,Freiburger Wohnungsbau Aktiengesellschaft
3,376,W. Wessling Akt.-Ges.
3,377,Gemeinnützige Kreisbau-Aktiengesellschaft
3,377,Gemeinnützige Heimstätten-Akt.-Ges. Oberschlesien.
3,377,"Baustoff Aktiengesellschaft in Liqu., Gütersloh i. W.,"
3,378,"Kleinwohnungsbau Halle, Akt.-Ges."
3,379,Gemeinnützige Heimstätten Akt.-Ges. Hamborn
3,379,"Aktiengesellschaft für gemeinnützig. Kleinwohnungsbau,"
3,379,J. H. Andersen & Söhne Akt.-Ges.
3,380,Bauhütte Gross-Hamburg Aktiengesellschaft
3,380,Grundstücks-Akt.-Ges. Nyenrode
3,380,Grundwert Aktiengesellschaft
3,381,"„Hamburger Hof“, Aktien-Gesellschaft"
3,381,Hasselbrookhaus Akt.-Ges.
3,382,Neue Friedrichstrasse 38/40 Grundstücksverwertungs-A.-G.
3,382,N. Rella & Neffe Akt.-Ges. für Bauausführungen in Liqu.
3,382,Rödingshof Grundstücks-Akt.-Ges.
3,382,Paul Thiele Akt.-Ges. für Hoch- und Tiefbau
3,383,"Wohnstadt Berne Aktien-Gesellschaft,"
3,383,Continental-Asphalt-Akt.-Ges.
3,385,Deutsche Asphalt-Actien-Gesellschaft
3,387,"Hannoversche Terraingesellschaft, Akt.-Ges. in Liqu."
3,387,Listermühle Aktien-Gesellsehaft
3,388,"Treuhand-Akt.-Ges. für Industrie, Handel und Gewerbe"
3,388,Gemeinnützige Baugesellschaft Heidenheim a. Br. A.-G.
3,388,Gemeinnützige Heimstätten Akt.-Ges. Hörde.
3,389,Gemeinnützige Baugesellschaft Immigrath Akt.-Ges.
3,389,Badische Grundwert Akt.-Ges.
3,389,"Süddeutsche Wohnungsbau-Aktiengesellschaft,"
3,390,Terrain- u. Baugesellschaft Südende-Karlsruhe A.-G.
3,390,Gebrüder Ottenheimer Aktien-Gesellschaft
3,390,Aktiengesellschaft für Grundbesitz
3,391,Bausparkasse Rhenania Aktiengesellschaft
3,391,Boden- u. Handelsgesellschaft Akt.-Ges.
3,391,Carlswerkhaus Akt.-Ges.
3,392,Gemeinnützige Heimstätten-Akt.-Ges. Köln a. Rh.
3,392,Grundstücks-Verwertungs-Akt.-Ges.
3,392,Kölnische Hausbesitz-Akt.-Ges.
3,393,Leipziger & Co. Feld- u. Industriebahnwerke Akt.-Ges.
3,393,"Mechanische Kleiderfabrik Abede, Köln, Akt.-Ges."
3,393,Stollwerekhaus - Akt.-Ges.
3,394,Wohnbau Akt.-Ges. Köln
3,394,"Direktion: Bauing. Oskar Die koneke, in. egdatene Neukirchen."
3,394,Gemeinnützige Heimstätten-Akt.-Ges. Ostpreussen in Liqu.
3,395,"Hestiabau Aktiengesellschaft in Liqu., Königsberg i. Pr."
3,395,Ostdeutsche Spar- u. Bau-Aktiengesellschaft
3,395,Akt.-Ges. Königsbau
3,396,"„Baupflege“, Aktiengesellschaft für Arealverwertung und"
3,396,Bodenwerte- Aktiengesellschaft
3,396,Freie Wohnungsbau -Aktiengesellschaft
3,397,Grundstücksverwaltungs-Treuhand-Akt.-Ges-
3,397,Grundstückswerte Aktiengesellschaft
3,397,Mitteldeutsche Grundstücks-Akt.-Ges.
3,397,F. A. Müller Bauindustrie- Akt.-Ges.
3,398,Norden Grundstücks-Akt.-Ges.
3,398,„Pleissenburg“ Grundstücks-Akt.-Ges.
3,398,Ring-Messhaus Akt.-Ges.
3,399,"Sächsische Grundstücks-Akt.-Ges.,"
3,399,"Thieme’s Hof, Aktiengesellschaft"
3,399,Wohnungsbaugesellschaft Leipzig-West Akt.-Ges.
3,400,"Zentrale für Wohnungsbaugesellschaften, Akt.-Ges."
3,400,Samuel Zinn & Co. Aktiengesellschaft
3,401,Auerswald & Sauerbrunn Akt.-Ges.
3,401,B. Wittkop Akt.-Ges. für Hoch- und Tiefbau
3,402,Econa Grundstücks-Aktiengesellschaft
3,403,Hansa-Haus Aktien-Gesellschaft
3,403,Gartenstadt Möser Akt.-Ges.
3,404,Aedes Grundbesitz-Akt.-Ges.
3,404,Bayerische Boden-Aet.-Ges. München-Nord in Liqu.
3,404,Bayerische Wohnstätten Aktiengesellschaft
3,404,Domus Grundbesitz-A.-G. in Liqu.
3,405,Grundbesitzgesellschaft Baaderstrasse Akt.-Ges.
3,405,Karlstor Immobilien-Akt.-Ges.
3,406,Kolb Immobilien u. Terrain-Akt.-Ges.
3,406,Münchener Wohnungsbau-Akt.-Ges.
3,406,„Südhaus“ Grundstücksverwaltungs- und Verwertungs A.-G.
3,407,Terrainaktiengesellschaft Bavaria
3,408,"Ungerer Terrain-Akt.-Ges. in Liqu., München,"
3,408,Berlin-Neuruppiner Grundstücks-Akt.-Ges.
3,408,Einswarder Land-Aktiengesellschaft
3,409,Domus- Aktien -Gesellschaft
3,409,Gemeinnützige Bau-Aktien-Gesellschaft
3,409,Deutsche Grundbesitz-Akt.-Ges.
3,410,Öbertor Geschäftshaus Aktiengesellschaft
3,410,Saar-Land-Bau-Aktiengesellschaft
3,410,"Saar-Terrain, Akt.-Ges."
3,411,Saar-Bauindustrie-Aktien-Gesellschaft
3,411,Süddeutsche Grundstücks-Aktiengesellschaft
3,411,Gemeinnützige Wohnungsbau- Aktiengesellschaft
3,412,Bahnhofplatz-Ges. Stuttgart Akt.-Ges.
3,412,"C. Baresel, Akt.-Ges."
3,414,Haus-Stahleck Akt.-Ges.
3,414,Industriehof-Akt.-Ges.
3,415,Schlossgartenbau-Aktiengesellschaft
3,416,Stuttgarter Bau-Akt.-Ges.
3,416,Stuttgarter Geschäftshausbau-Akt.-Ges.
3,416,"Stuttgarter Grundstücks-Akt.-Ges. in Liqu., Stuttgart."
3,417,Wilhelmsbau-Aktien-Gesellschaft
3,417,Württembergische Akt.-Ges. für Bauausführungen
3,417,Ed. Züblin & Cie. Akt.-Ges.
3,418,Gemeinnützige Baugesellschaft Akt.-Ges.
3,419,Wohnungsverein Ulm
3,419,"Westhoff & Frie, Akt.-Ges."
3,419,Weimar-Halle Aktiengesellschaft
3,420,"Gemeinnütziger Bauverein Wesel, Akt.-Ges."
3,420,Dyckerhoff & Widmann Aktiengesellschaft
3,423,"Hotelgrundstücks-Aktiengesellschaft in Wiesbaden,"
3,423,Zittauer Handelshof Akt.-Ges.
3,423,"Bergwerke, Hütten- u. Salinenwesen, Erdöl- u. Torfgewinnung. Frank’sche Eisenwerke, Aktiengesellschaft,"
3,424,"Farberdenbergbau, Akt.-Ges. in Liqu., Amberg"
3,424,Consolidirtes Braunkohlen-Bergwerk „Marie“
3,425,"Bantorfer Kohlenzechen, Act.-Ges."
3,425,Bergwitzer Braunkohlenwerke Akt.-Ges.
3,426,Akt.-Ges. für Veredelung u. Verwertung von Torf
3,426,Barbara Bergwerks-Akt.-Ges.
3,427,„Depi“ Petroleum-Aktiengesellschaft
3,427,Erz u. Metall Akt.-Ges. (Ermeta)
3,427,Greppiner Werke
3,428,"Kokswerke & Chemische Fabriken, Aktiengesellschaft"
3,432,Leipzig-Lausitzer Braunkohlenwerke Akt.-Ges. Berlin-Leipzig
3,433,Märkische Brikett- u. Kohlen-Verkaufs-Akt.-Ges.
3,433,Magdeburger Bergwerks-Actien-Gesellschaft
3,434,Ostelbische Braunkohlen-Akt.-Ges.
3,434,Otavi Minen- u. Eisenbahn-Gesellschaft
3,437,"Priebuser Braunkohlenwerke, Akt.-Ges."
3,437,*Vaterland Oel Aktiengesellschaft
3,438,„Westkohle“ Westerwälder Braunkohlen Akt.-Ges. in Liqu.
3,438,Bergbau-Actien-Gesellschaft Lothringen
3,441,Gröppel Akt.-Ges. für Aufbereitungsanlagen
3,441,Borsigwerk Aktiengesellschaft
3,443,"Norddeutsche Hütte Aktiengesellschaft,"
3,444,Internationale Tiefbohr-Akt.-Ges.
3,445,"Deutsche Grube bei Bitterfeld, Akt.-Ges."
3,445,"Buess-Oelfenerung Akt.-Ges. in Liqu. in Dortmund,"
3,446,Westfälische Bergbau- u. Kohlenverwertungs-Akt.-Ges.
3,446,Nordstahl Aktiengesellschaft
3,446,"Phoenix, A.-G. für Bergbau u. Hüttenbetrieb"
3,449,Steinkohlen-Bergbau-Gesellschaft „Humboldt“
3,449,Klöckner Eisen Aktiengesellschaft
3,450,Mansfeldsche Kaliwerke Akt.-Ges.
3,450,Presswerk Aktiengesellschaft
3,451,Rheinische Stahlwerke
3,456,* Bayerische Tiefbohr-Aktiengesellschaft
3,456,Vereinigte oberschlesische Hüttenwerke Akt.-Ges.
3,457,"Betriebsstätten: Concordiagrube, Hindenburg O.-S.: Steinkohlenbergwerk. — Donners-"
3,459,Grube Auguste bei Bitterfeld Akt.-Ges.
3,460,Dörstewitz-Rattmannsdorfer Braunkohlen-Industrie-Ges.
3,460,Hüttenwerke Trotha Akt.-Ges.
3,461,A. Riebeck’sche Montanwerke Aktiengesellschaft
3,464,W. Güttler Akt.-Ges.
3,464,Rhenania-Ossag Mineralölwerke Akt.-Ges.
3,465,- Gienanth-Werke Hochstein Akt.-Ges.
3,466,"Homburger Eisenwerk, Akt.-Ges., vorm. Gebrüder Stumm"
3,466,"Hüttenwerk Ketschendorf, Akt.-Ges. in Liqu."
3,466,Rheinische Aktiengesellschaft für Braunkohlenbergbau u. Brikettfabrikation
3,470,Vereinigte Stahlwerke van der Zypen und Wissener Eisenhütten Aktien-Gesellschaft
3,471,"Steinkohlenbergwerk Friedrich Heinrich, Akt.-Ges."
3,473,Consolidirtes Braunkohlen-Bergwerk „Caroline“
3,474,Kohle Aktiengesellschaft
3,475,"Julius Sichel & Co. Akt.-Ges. in Liqu,,"
3,475,Braunkohlen-Abbau-Ges. Friedensgrube
3,476,Berg- und Hüttenprodukte Akt.-Ges.
3,476,Südanatolische Bergbau-Aktiengesellschaft
3,477,"Neunkircher Eisenwerk, Akt.-Ges., vormals Gebr. Stumm"
3,478,Rasselsteiner Eisenwerksgesellschaft Akt.-Ges.
3,479,Süddeutsche Eisengesellschaft Akt.-Ges.
3,480,Concordia Bergbau-Akt.-Ges.
3,483,Stahlwerk Oese Akt.-Ges. in Liqu. in Oese.
3,483,„Kück Akt.-Ges. Moorbetriebe u. Reederei“ in Liqu.
3,484,"Schlesische Kohlen- und Ton-Akt.-Ges. in Liqu., Oppeln."
3,484,Werk Herschelswaldau Akt.-Ges.
3,484,"Vereinigte Badische Staatssalinen Dürrheim-Rappenan,"
3,485,Bayerische Braunkohlen-Industrie Akt.- Ges.
3,486,Hannoversche Kolonisations- u. Moorverwertungs-
3,486,Senftenberger Kohlenwerke Akt.-Ges.
3,487,Eisenhüttenwerk Thale Aktien-Gesellschaft
3,488,"Röchling’sche Eisen- & Stahlwerke, Akt.-Ges."
3,490,Industrie- u. Handels-Akt.-Ges.
3,490,Zwickau-Oberhohndorfer Steinkohlenbau-Verein
3,491,"Metallindustrie, Maschinen-, Apparate- und Fahrzeugbau, Edelmetall- und Schmuckwaren."
3,491,Edelmetall- und Schmuckwaren. Climax-Werke Akt.-Ges.
3,492,J. G. Merekens Akt.-Ges.
3,492,"Schumag, Schumacher Metallwerke Aktiengesellschaft für Präzisionsmechanik in Aachen, Hauptstr. 35."
3,492,Riegerwerk Akt.-Ges.
3,493,"Th. Buschhoff, Aktiengesellschaft"
3,493,"Müller und Schröder, Spezialdrahtfabrik,"
3,493,"Vereinigte Metallwaarenfabriken Aktien-Gesellschaft vormals Haller & Co., Altona-Ottensen."
3,494,C. A. Klinger Akt.-Ges.
3,495,Ansbacher 'Motorenfabrik Karl Bachmann Akt.-Ges.
3,496,"Eisenwerk Brünner, Aktiengesellschaft"
3,496,"Billeter & Klunz, Aktiengesellschaft"
3,497,Bayerische Eisengesellschaft Akt.-Ges.
3,497,„Mapag“ Maschinenfabrik Augsburg-Plattling Akt.-Ges.
3,498,Aktiengesellschaft für Automobile
3,498,Aktiengesellschaft für Blechfabrikate
3,498,Aktiengesellschaft für Industriegasverwertung
3,499,Automobil-Bau- und Reparaturwerkstatt Südost Akt.-Ges.
3,499,Baer & Stein Metallwaren-Fabrik Aktiengesellschaf
3,501,Berlin-Ilsenburger Metallwerke Aktiengesellschatt
3,504,Berlin-Tempelhofer Industrie-Aktiengesellschaft
3,504,Berliner Broncegiesserei Rohrbach & Co. K.-G. a. A.
3,505,Berliner Eisenindustrie Akt.-Ges.
3,505,"Blech- und Metallhandel Otto Wolff und Jacob Ravene Söhne & Co., Aktiengesellschaft"
3,505,Calm & Bender Akt.-Ges. Berlin.
3,506,Chiffriermaschinen Akt.-Ges.
3,506,Chryskraft Aktiengesellschaft für Automobilbetrieb in Liqu.
3,506,Currus Autozubehör Aktiengesellschaft
3,506,Deutsche Burroughs Rechenmaschinen Aktiengesellschaft
3,507,Deutsche Fiat-Automobil-Verkaufs-Akt.-Ges.
3,507,Deutsche Johnson Aktiengesellschaft in Liqu.
3,508,Deutsche Messingwerke Carl Eveking Aktiengesellschaft
3,508,Deutsche Niles-Werke Akt.-Ges.
3,508,"maschinen, Pressluft- Werkzeuge."
3,510,Deutsche RIV Aktiengesellschaft
3,510,Deutscher Eisenhandel Akt.-Ges.
3,512,R. Dolberg Aktiengesellschaft
3,513,Gebrüder Dopp Maschinen- und Waagenfabrik Akt.-Ges.
3,514,"Oscar Ehrlich Werkzeugmaschinen-Aktiengesellschatft,"
3,515,Eisenbahn-Automatie Aktiengesellschaft
3,515,Eisenbahn-Verkehrsmittel-Akt.-Ges.
3,517,Europäische Titeflex Metallschlauch-Aktiengesellschaft
3,517,"Oscar Falbe, Akt.-Ges."
3,518,"Fehling & Stumpf Automobile Aktiengesellschaft,"
3,518,Fernholz Apparate Akt.-Ges.
3,518,R. Frister Akt. Ges.
3,520,® Getriebe- und Maschinenbau Aktien-Gesellschaft
3,521,‘Godrom-Werk Gebr. Otto und Dr. Oskar Müller Akt.-Ges.
3,521,Martin Guggenheim Fabrik für Beleuchtungsgegen- stände Akt.-Ges. in Liqu.
3,521,"J. Hirschhorn, Akt.-Ges."
3,522,Otto Hohndel & Co. Maschinenfabrik Akt.-Ges.
3,522,"Israel-Frister A.-G. Verkaufsgesellschaft der vereinigten Fabriken für Beleuchtungskörper, Heiz- u. Kochapparate"
3,522,"6. Kärger, Fabrik für Werkzeugmesehinen Akt.-Ges."
3,523,‘:Glühlampen- Konzern.
3,523,Ernst Krause & Co. Akt.-Ges.
3,523,Lindcar-Fahrrad-Werk Aktiengesellschaft
3,524,Metallisator Berlin Akt.-Ges.
3,525,"Mickoleit & Co. Metallwarenfabrik, Akt.-Ges."
3,525,Minimax-Perkeo Akt.-Ges. £. Schaumlöschverfahren in Liqu.
3,526,Panzer Aktiengesellschaft
3,527,Pneumotechnik Akt.-Ges.
3,527,Pressluftwerkzeug- und Maschinenbau Akt.-Ges. „Premag“
3,528,Ravene Fabrik- u. Handelsbetriebe Aktiengesellschaft
3,529,Karl Schellig Akt.-Ges.
3,529,Schrauben- u. Mutternfabrik vorm. S. Riehm & Söhne
3,530,Schüler-Motoren-Akt.-Ges.
3,530,"Schweitzer & Oppler, Aktiengesellschaft"
3,531,"Semmler & Bleyberg, Akt.-Ges."
3,531,Slesazeck Werk Akt.-Ges.
3,532,"Sieffens & Nölle, Akt.-Ges."
3,532,Stop-Dübel-Aktiengesellsehaft in Liqu. in Berlin.
3,533,Paul Thom Akt.-Ges.
3,533,Todtenhöfer Aktiengesellschaft
3,533,Universum Carosserie Aktiengesellschaft
3,534,Vulkan-Werke Akt.-Ges. für Brauereibedarf
3,534,Hans Windhoff Apparate- und Maschinenfabrik Akt.-Ges.
3,534,Eduard Winter Akt.-Ges. für Kraftfahrzeuge
3,535,Württembergia Akt.-Ges. Fabrik landwirtschaftlicher Maschinen u. Kraftfahrzeuge in Liqu.
3,535,"Vollmer-Werke, Maschinenfabrik - Akt.-Ges."
3,536,"Benteler-Werke, Akt.-Ges."
3,536,Dürkoppwerke Akt.-Ges.
3,538,Baleke-Riwag Aktiengesellschaft für Wasservergütung
3,538,Maschinenbau-Aktiengesellschaft Balcke
3,540,Schuchmann-Werke Akt.-Ges.
3,541,Reform-Motoren-Fabrik Akt.-Ges.
3,541,"Carl Sehmidt, Akt.-Ges. in Böhlitz-Ehrenberg."
3,542,"Favi Akt.-Ges. in Liqu. in Bonn, Reuterstr. 91."
3,542,‚Deutsche Metalltüren-Werke Aug. Schwarze
3,542,Deutsche Motorenfabrik Aktiengesellschaft
3,543,"Deutsches Blechwarenwerk, Akt.-Ges."
3,543,„Miag“ Mühlenbau u. Industrie Aktiengesellschaft
3,548,A. Runge Blechwarenfabrik Aktiengesellschaft
3,548,Union Blechwarenwerke Akt.-Ges.
3,548,Deutsche Schiff- und Maschinenbau Akt.-Ges.
3,551,Metallwaren Aktiengesellschaft Theodor Hornkohl
3,551,Superior-Stahlwaren-Akt.-Ges.
3,552,Georgi & Bartsch Akt.-Ges.
3,552,Hydrometer Aktiengesellschaft
3,553,H. Meinecke Akt.-Ges.
3,554,"Progresswerke Hofmann & Wild, Akt.-Ges., in Liqu."
3,554,"Vereinigte Werke für Bahnmaterial, Akt.-Ges."
3,555,Astrawerke Aktiengesellschaft
3,556,"C. 6. Haubold, Akt.-Ges."
3,556,Max Kohl Akt.-Ges.
3,557,G. Krautheim Akt.-Ges.
3,558,J. E. Naeher Akt.-Ges.
3,558,Sächsische Webstuhlfabrik vorm. Louis Schönherr
3,560,Hubert Zettelmeyer Akt.-Ges.
3,560,"Eisenwerk G. Meurer, Akt.-Ges."
3,561,Maschinenbauanstalt Venuleth & Ellenberger
3,562,Dessauer Waggonfabrik Akt.-Ges.
3,562,König Friedrich August-Hütte & C. E. Rost & Co.
3,563,Akt.-Ges. für Cartonnagenindustrie
3,565,. Deutsche Eisenschutz-Aktiengesellschaft
3,565,"Hafiag, Akt.-Ges. für Maschinenhandel, Patentverwertung und Industriebeteiligung, Dresden-A. cm Lian.)"
3,565,"Anton Reiche, Akt.-Ges."
3,566,Vasanta Maschinenfabrik Akt.-Ges.
3,566,Allgemeine Rohrleitung Akt.-Ges.
3,567,Friedrich Wilhelm von Dreusche Nagel- u. Metallwarenfabrik Akt.-Ges.
3,567,"Flender-Akt.-Ges. für Bisen-, Brücken- u. Schiffbau"
3,569,"Handels-Aktiengesellschaft für Industriebedarf,"
3,569,Herweg Akt.-Ges. für Armaturen- und Apparatebau
3,569,"„Idag“, Industrie- und Dental-Schleifmittel, Akt.-Ges."
3,570,Maschinen- u. Kranbau- Aktiengesellschaft
3,571,Maschinenfabrik Hasenelever Akt.-Ges.
3,572,Schenck & Liebe-Harkort Akt.-Ges.
3,572,"Schlösser & Feibusch, Aktiengesellschaft"
3,573,"Schmolz & Bickenbach, Stahl-Aktiengesellschaft"
3,573,Vereinigte Kesselwerke Akt.-Ges.
3,574,Duisburger Maschinenbau-Aktien-Gesellschaft
3,574,Gritzner-Kayser Aktiengesellschaft
3,576,Einsaler Walzwerke Gottl. Ernst Hasenelever Akt.-Ges.
3,576,"Phönicia-Werke, Aktien-Gesellschaft"
3,577,Wehrle-Werk Akt.-Ges.
3,577,M. Cosmann’sche Eisen- u. Metall-Akt.-Ges. in Liqu.
3,577,„Delmag“ Deutsche Elektromaschinen- u. Motoren-Bau
3,578,Maschinenfabrik Lorenz Akt.-Ges.
3,578,"Metallwerk Preyss & Co. Akt.-Ges,,"
3,578,"Herz & Kops Bettfedernfabrik, Akt.-Ges."
3,579,"Lewis Lepman Akt.-Ges. in Liqu., Feuerbach b. Stuttgart."
3,579,"Rohleder & Ehninger, Akt.-Ges. in Liqu."
3,579,Flensburger Schiffsbau-Gesellschaft
3,580,Nordische Ofenfabrik u. Giesserei Akt.-Ges.
3,581,"Gusswerke, Akt.-Ges."
3,581,Adlerwerke vorm. Heinrich Kleyer Aktien-Ges.
3,584,"C. u. W. Bohnert Akt.-Ges.,"
3,584,Fellner & Ziegler Akt.-Ges.
3,584,P. Fischer & Co. Aktiengesellschaft
3,585,Frankfurter‘ Maschinenban-Aktiengesellschaft
3,586,Opel-Automobile-Verkaufs-Akt.-Ges.
3,587,"VDO Tachometer Aktiengesellschaft,"
3,587,"Hannover. Zahlstelle: os. Kasse. Metallwerke Aktiengesellschaft, Fraulautern (Saar)."
3,588,"Cumulus-Werke, Aktiengesellschaft"
3,588,Saalerwerke Akt.-Ges.
3,588,Zahnradfabrik Friedrichshafen Aktiengesellschaft
3,589,Weissflog Metall-Aktiengesellschaft
3,589,"Gebr. Dörken Akt.-Ges.,"
3,589,W. Krefft Akt.-Ges.
3,590,"C. 6. Mozer, Fabrik für Giessereigeräte und Maschinen,"
3,591,"Scharfenberg & Hartwig, Akt.-Ges."
3,591,Grossenhainer Webstuhl- u. Maschinen-Fabrik Akt.-Ges.
3,592,Kratos-Werke Walther Nacken Aktiengesellschaft
3,593,Mielewerke-Aktiengesellschaft
3,593,€. 6. Funcke Sohn Akt.-Ges.
3,593,"Hasper Eisengiesserei, A.-G."
3,594,Wippermann junior Akt.-Ges.
3,594,"Reuter u. Straube, Aktiengesellschaft"
3,595,Carl Brunswig Akt.-Ges.
3,595,F. Cochu Akt.-Ges.
3,596,Genzsch & Heyse Schriftgiesserei Akt.-Ges.
3,596,Kleinautomobil-Akt.-Ges.
3,596,Klein-Michelmotor-Bau Akt.-Ges.
3,597,Wagner-Hoehdruck-Dampfturbinen-Akt.-Ges.
3,597,"Selve-Automobilwerke, Akt.-Ges."
3,598,Bode-Panzer Geldschrankfabriken Akt.-Ges.
3,599,"Dreyer, Rosenkranz & Droop, Akt.-Ges."
3,599,Hannoversche Maschinenbau-Actien-Gesellschaft
3,601,*Körting-Heizung-Maschinen- u. Apparate- Aktiengesellschaft
3,602,Lindener Eisen- u. Stahlwerke A.-G. in Liqu.
3,602,"Haendler & Natermann, Akt.-Ges."
3,603,Harburger Eisen- u. Bronzewerke Akt.-Ges.
