German subsidiary,US Company,link_type,org_type,US firm (as in book),Affiliated German firm (as in book),other sources,notes,Vol,location,date,capital,business,persons,type
Mathias Stinnes G.m.b.H.,,,GmbH,,Math. Stinnes,,,"Vol 1, p. 1181","Mülheim/Ruhr, Zweign. Mannheim, Luisenring 9, Offenbach a. M., Hamburg, Holzbrücke 5",24.2.21,RM 16 000 000,"Kohlenhandel, Reederei, Fracht- u. Schleppschiffahrt",Gen.-Dir. Walter Spindler,"1 Gf., 1 od. 2 Pk."
Mecklenburgische Erdol G.m.b.H.,,,GmbH,,Mecklenburgische Erdölgesellschaft,,,"Vol 1, p. 821",Schwerin i. Mecklb.,7-8.29,RM 20 000,"Vornahme geologischer und geophysikalischer Untersuchungen zwecks Auffindung von Erdharz, Naphtha u. verwandten Produkten",Vingerhoets,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.
"Mergenthaler Setzmaschinen-Fabrik, G.m.b.H.",,,GmbH,,Mergenthaler Setzmaschinenfabrik,,,"Vol 1, p. 829","Berlin N 4, Chausseestraße 24",28.10.96,"RM 300,000",Fabrikation und Vertrieb Mergenthaler Setzmaschinen sowie darauf bezüglicher Schutzrechte,Christ. Albrecht; Fritz Adomzent; Aug. Friedr. Lepold,2 Gf. od. 1 Gf. u. 1 Pk.
"Metallkentor, G.m.b.H.",,,GmbH,,Metallkontor,,,"Vol 1, p. 834","Berlin W 56, Französische Str. 32",20.5.31,RM 200000,"Import und Verkauf von Kupfer, Blei, anderen Metallen, Hütten- und Verhüttungsprodukten",C. Sußmann,1 od. 2 Gf.
Metallwarenvertrieb G.m.b.H.,,,GmbH,,Metallwarenvertrieb,,,"Vol 1, p. 836","Berlin W 8, Taubenstr. 18",8. 4. 29,RM 20 000,Herstellung und Vertrieb von Metallwaren für den Hausgebrauch,Martin Gaertner; Dr. jur. Hans von Kotze,1 Gf
"Mix & Genest Hansawerke , G.m.b.H.",,,GmbH,,Mix u. Genest Hansawerke,,,"Vol 1, p. 854","Hamburg, Schopensteel 15",15. 12. 08,EM 150 000,"Verkauf von Telefon- und Telegraphen-Apparaten, sowie sonstigen Artikeln aller Art",P. W. Schäfer,1 Gf. od. 2 Pk.
Mondamin Gesellschaft,,,GmbH,,Mondamin,,,"Vol 1, p. 862","Berlin-Charlottenburg 9, Kaiserdamm 75/76",11.9.13,"RM 600,000","Herstellung und Vertrieb von Nahrungs- und Genußmitteln, besonders des unter dem Namen „Mondamin“ bekannten Präparates",Alfred Pieleng; Joh. Hesse; Eugen Stiller,2 Gf. od. 1 Gf. u. 1 Pk.
"Moto Meter Gesellschaft, m. b. H.",,,GmbH,,Moto-Meter,,,"Vol 1, p. 866","Frankfurt a/M., Eschenborner Landstr. 5",18.8.22,RM 120000,Herstellung und Vertrieb von Moto-Meter und mechanischen Apparaten,Hermann Schlaich; Albert Hauser,1 Gf.
Muelberger & Co. G.m.b.H.,,,GmbH,,H. Mülberger & Co.,,,"Vol 1, p. 869","Speyer, St. Guidostiftsplatz 5",13.5.22,RM 150 000,Handel mit Kohlen und anderen Waren,Adolf Mühlberger,Jed. Gf.
National-Krupp Registrier-Kassen G.m.b.H.,,,GmbH,,National Registrier-Kassen,,,"Vol 1, p. 882","Berlin-Neukölln, Werra­straße 17/19",13.2.96,"RM 300,000",Distributing American cash registers,S. H. Wark; H. Chr. Boysen; A. Rist,2 Gf.
Nationale Radiator Gesellschaft m.b.H.,,,GmbH,,Nationale Radiator,,,"Vol 1, p. 882","Berlin W 8, Wilhelmstr. 91",30.4.01,RM 14 000 000,"Herstellung u. Vertrieb von Radiatoren, Kesseln, Heiz- u. Kühlapparaten",A. J. Hennig; E. Maax; E. Heinemann,Jed. Gf. Einl.
"Nickel Informationburo, G.m.b.H.",,,GmbH,,Nickel-Informationsbüro,,,"Vol 1, p. 894","Frankfurt a. M., Liebigstr. 16",3. 8. 27,RM 20 000,Versorgung der Nickel verarbeitenden Industrie mit erforderlichen Informationen,H. Epstein; Dr.-Ing. M. Waehlert,Jed. Gf.
Nord-Europaeische Oel,,,GmbH,,Nordische Oelwerke,,,"Vol 1, p. 909","Hamburg, Frankenstr. 28",10. 10. 1921,RM 4000,"Herstellung u. Handel mit Oelen, Fetten",W. G. Carroux,Jed. Gf.
Nuernberger Kohlenhandles G.m.b.H.,,,GmbH,,Nürnberger Kohlenhandels-Gesellschaft,,,"Vol 1, p. 914",Nürnberg,12. 4. 18,RM 200 000,Anschaffung und Weiterveräußerung von Brennstoffen aller Art,K. Zimmermann,1 od. 2 Gf.
Oelwerke Julius Schindler G.m.b.H.,,,GmbH,,Oelwerke Julius Schindler,,,"Vol 1, p. 925","Hamburg, Hohe Bleichen 28",7.12.20,"RM 2,400,000","Ein- und Ausfuhr sowie Verarbeitung von Gelen, insbesondere Mineralölen",Jul. Schindler,1 Gf. od. 2 Pk.
Oelwerke Julius Schindler G.m.b.H.,,,GmbH,,Oelwerke Julius Schindler,,,"Vol 1, p. 925","Hamburg, Hohe Bleichen 28",7.12.20,"RM 2,400,000","Ein- und Ausfuhr sowie Verarbeitung von Gelen, insbesondere Mineralölen",Jul. Schindler,1 Gf. od. 2 Pk.
Oldenburgische Erdol Gesellschaft m.b.H.,,,GmbH,,Oldenburgische Erdölgesellschaft,,,"Vol 1, p. 928",Oldenburg i. O.,8.2.29,RM 20 000,"Erwerb und Veräußerung von Oelgerechtsamen, Gewinnung und Vertrieb von Mineralien",Todd M. Pettigrew,Jed. Gf.
Oldenburgische Oelausbeutungesellschaft m.b.H.,,,GmbH,,Oldenburgische Oclausbeutungsgesellschaft,,,"Vol 1, p. 928",Oldenburg i. O.,16.3.27,RM 20 000,Erwerb von Gerecht­samen auf Gewinnung von Erdöl und sonstigen bituminösen Stoffen,Ing. Chester Naramore; Todd M. Pettigrew,Jed. Gf.
Oppelener Lagerhaus Gesellschaft,,,GmbH,,Oppelner Verlade- und Lagerhaus-Gesellschaft Albert Koerber,,,"Vol 1, p. 930",Oppeln,17. 7. 15,RM 105 000,"Lagerung, Verladen von Waren aller Art und Kohlenbetrieb",C. Reinhard; K. Langosch,1 Gf.
Oppenheimer Casing Co. m.b.H. Hamburg,,,GmbH,,Oppenheimer Casing Co.,,,"Vol 1, p. 930","Hamburg, Albertstraße 19",19. 10. 23,RM 50 000,Handel mit Fleisch- u. Wurstkonserven,Harry D. Oppenheimer,1 Gf.
Osram G.m.b.H. Kommanditgesellschaft,,,GmbH,,Osram,,,"Vol 1, p. 935","Berlin O 17, Ehrenbergstraße 11-14",28. 10. 18,RM 2 025 000,Herstellung und Vertrieb von elektrischen Glühlampen,H. Schlüpmann; Dr. K. Finckh; Dir. O. Krause; Dr. E. Salomon; Chr. P. Jensen; Dr. K. Mey; H. Gallus; H. Pohl; Dr. G. Gehlhoff; W. Brocke; Dr. Alfr. Meyer; Ludw. Waaser,2 Gf. od. 1 Gf. u. 1 Pk.
Ost-Oel G.m.b.H.,,,GmbH,,Ost-Oel,,,"Vol 1, p. 939","Hannover, Warmbüchenstr. 28",14. 4. 29,RM 50 000,"Erwerb von Gerechtsamen zur Gewinnung von Erdöl, Erdpech, Erdgas u. sonstigen bituminösen Stoffen in Rheinland und Westfalen",O. Dreher; G. E. M. Gerst,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.
Ostrhederei,,,GmbH,,Ostreederei,,,"Vol 1, p. 940","Stettin, Gr. Lastadie 90/92",18.9.18,"RM 600,000","Speditions-, Lagerungs- u. sonstige Handelsgeschäfte",P. Kröger; Konr. Langosch; O. Schwabe,2 Gf. od. 1 Gf. u. 1 Pk. od. 2 Pk.
Otis Aufzugswerke G.m.b.H.,,,GmbH,,Otis Aufzugswerke,,,"Vol 1, p. 941","Berlin-Wittenau, Miraustraße 41/42, Zweign. Hamburg, Köln, München",13. 4. 10.,RM 4 000 000,Herstellung und Vertrieb von Aufzügen und überhaupt Maschinen,L. Scheel,"vertr. allein, sonst 2 Gf. od. 1 Gf. u. 1 Pk."
Palmolive-Binder & Ketals G.m.b.H.,,,GmbH,,Palmolive,,,"Vol 1, p. 945","Berlin SW 11, Stresemannstr. 90",12.11.25,RM 3 300 000,Manufacture and trade of toilet soaps,Lewis M. Prince,1 Gf
"Paramount Film Vertreib G. m. b. H., Berlin, Germany",,,GmbH,,Paramount Film Vertrieb,,,"Vol 1, p. 949","Berlin SW48, Friedrichstr. 225",5.5.23,"RM 20,000",Übernahme von Revisions- u. Überwachungsarbeiten aller Art in der Filmbranche,Jakob Schaefer; P. Thiefes; Frl. Pfitzner,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.
"Parfume Lentheric, G.m.b.H.",,,GmbH,,Parfums Lenth’eric,,,"Vol 1, p. 950","Berlin SW 68, Eitterstr. 46/48",2.7.28,EM 150 000,"Herstellung und Vertrieb von Parfüms, Pudern, Seifen und sonstigen Schönheitsmitteln",Maurice Main,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.
Permutit Filter Co. G.m.b.H.,,,GmbH,,Permutit-Filter-Co.,,,"Vol 1, p. 957","Berlin-Britz, Riedelstr. 1/3",2.7.09,"RM 20,000",Herstellung und Vertrieb von Filtern u. Filteranlagen,M. Fuchs; R. Gerber,1 Gf.
Powers G.m.b.H.,,,GmbH,,Powers,,,"Vol 1, p. 979","Berlin SW 48, Wilhelmstraße 28",17.1.14,RM 600 000,"Erwerb von Patenten, Lizenzen u. Erfahrungen zur Herstellung von Addier- u. Sortiermaschinen, Herstellung solcher und verwandter Maschinen, der dazugehörigen Karten und aller dem Gebiete d. behördlichen oder kaufmännischen Organisation dienenden Gegenstände, insbesondere Maschinen",,
Privatanschlussbahn Borgsdorf-Birkenwerder G.m.b.H.,,,GmbH,,Privatanschlußbahn Borgsdorf-Birkenwerder,,,"Vol 1, p. 984","Berlin-Charlottenburg 9, Reichskanzlerplatz 7/9",28. 12. 05,RM 23 040,Betrieb einer Anschlußbahn,Fritz Reich,Der Gf.
"Quaker Nahrmittel, G.m.b.H.",,,GmbH,,Quäker Nährmittel - Gesellschaft,,,"Vol 1, p. 990","Berlin W 15, Knesebeckstr. 59/60",13. 9. 28,RM 500 000,Herstellung von Nährmitteln,E. Noell,Jed. Gf. od. 1 Gf. u. 1 Pk. od. 2 Pk.
R. Schiffman & Co. G.m.b.H.,,,GmbH,,R. Schiffmann und Co.,,,"Vol 1, p. 1085","Berlin-Neukölln, Schinkestr. 5",31.5.30,RM 65 000,"Herstellung und Vertrieb von pharmazeutischen Präparaten, insbesondere des Mittels Asthmador",A. H. Morgan,1 Gf. Einl.: RM 61 020 Geschäft
Remington Buromaschinen G.m.b.H.,,,GmbH,,Remington Büromaschinen,,,"Vol 1, p. 1012","Berlin NW 7, Friedrichstraße 154",13.10.1914,"RM 1,240,000",Herstellung und Vertrieb von Schreibmaschinen aller Art und Büromöbeln,G. Mc. Lean; Charl. J. Warren,1 Gf. oder 2 Pk.
Rheinische-Westfaelische Bergwerks Gesellschaft,,,GmbH,,Rheinisch-Westfälische Bergwerksgesellschaft,,,"Vol 1, p. 1018",Mülheim-Ruhr,5.9.05,RM 500 000 in Anteilen ä RM 5000,"Erwerb, Verwaltung, Inbetriebnahme oder sonstige Verwertung von Bergwerkseigentum",G. Frielinghaus; K. Hold; K. Spindler; Thomas,1 Gf.
"Rohr & Seilpost Anlagen, G.m.b.H.",,,GmbH,,Rohr- und Seilpost-Anlagen (Mix & Genest),,,"Vol 1, p. 1043","Berlin-Schöneberg, Geneststr. 5",13. 2. 08,RM 200 000,"Herstellung, Verkauf, Einrichtung und Betrieb von Rohr- und Seilpostanlagen für den Transport von Geldern, Briefen, Urkunden, Büchern und Paketen",C. Beckmann; W. Fuß,"2 Gf. Einl.: Patente und Gebrauchsmuster, Darlehnsforderung"
"Royal Schreihmaschinen, G.m.b.H.",,,GmbH,,Royal Schreibmaschinen,,,"Vol 1, p. 1050","Berlin SW 19, Kommandantenstraße 3/4",17. 12. 29,RM 100 000,Vertrieb von Schreib- und Büromaschinen sowie sonstige Bürobedarfsartikel,G. Gundry; Joh. Groß,2 Gf. od. 1 Gf. u. 1 Pk.
Rudolf Arndt Dextrinfabrik G.m.b.H.,,,GmbH,,Rudolf Arndt Dextrinfabrik,,,"Vol 1, p. 56",Neudamm,13. 1. 31,RM 100 000,Herstellung u. Vertrieb von Dextrin und verwandten Artikeln,R. Arndt,1 od. 2 Gf.
Rudolf Mueller & Soehne G.m.b.H.,,,GmbH,,Rudolf Müller & Söhne,,,"Vol 1, p. 873",Langenfeld i. Rheinland,12. 8. 08,RM 400 000,Fortführung einer Eisenwarenfabrik,H. H. Müller,1 od. 2 Gf.
Saatsuchwirtschaft C. Braune G.m.b.H.,,,GmbH,,C. Braune,,,"Vol 1, p. 174",Bernburg,15.2.16,"RM 600,000",Betrieb der Landwirtschaft und Samenzucht und Pflanzenzucht und Handel,C. Braune; F. Braune,2 Gf. Einl.: Geschäft. P.K. Bin. 8475
"Siegfried-Caragen Gesellschaft fuer Kraftfahrzeuge, m.b.H.",,,GmbH,,"Siegfried Garagen, Gesellschaft für Kraftfahrzeuge",,,"Vol 1, p. 1140","Nürnberg, Brunhildstr. 8",14.5.26,RM 60 000,"Handel mit Kraftfahrzeugen, Zubehörteilen und Betriebsstoffen",A. Renzelberg,1 Gf.
Signal Gesellschaft m.b.H.,,,GmbH,,Signal,,,"Vol 1, p. 1141",Kiel,10.4.11,Kapital nicht veröffentlicht,Verwertung von Signalvorrichtungen für Marinezwecke,Dir. Walther Dietrich,1 Gf.
Signode System G.m.b.H.,,,GmbH,,Signode System,,,"Vol 1, p. 1141","Hamburg, Bugenhagenstr. 6",17.11.1925,RM 10 000,Betrieb von Handelsgeschäften jeder Art,H. Roth,1 Gf.
Signode System G.m.b.H.,,,GmbH,,Signode System,,,"Vol 1, p. 1141","Hamburg, Bugenhagenstr. 6",17.11.1925,RM 10 000,Betrieb von Handelsgeschäften jeder Art,H. Roth,1 Gf.
Spirella Gesellschaft m.b.H.,,,GmbH,,Spirella,,,"Vol 1, p. 1157",Nowawes-Potsdam,5.8.29,RM 500 000,"Herstellung, Import, Export, An- u. Verkauf, wie überhaupt der Handel mit Spirella-Waren aller Art, insbes. mit Spirella-Korsetts und Bandagen",J. W. Stewart,1 Gf.
Stanley Works,,,GmbH,,Stanley Works,,,"Vol 1, p. 1167",Velbert i. Rhld.,Unknown,Kapital nicht veröffentlicht,Scharnierfabrik,C. J. Diemand; H. Droof,"2 Gf., Diemand allein"
Steinberger Bros.,,,GmbH,,Steinberger Bros. Giove Corporation,,,"Vol 1, p. 1171","Berlin NW 7, Unter d. Linden 53",29.11.27,"RM 50,000",Vertrieb u. Export von Handschuhen,Paul Philippi,1 od. 2 Gf.
Steinberger Bros. Clove Corp. G.m.b.H.,,,GmbH,,Steinberger Bros. Giove Corporation,,,"Vol 1, p. 1171","Berlin NW 7, Unter d. Linden 53",29.11.27,"RM 50,000",Vertrieb u. Export von Handschuhen,Paul Philippi,1 od. 2 Gf.
Suddeutsche Apparatefabrik Gesellschaft m.b.H.,,,GmbH,,Süddeutsche Apparatefabrik,,,"Vol 1, p. 1192","Nürnberg, Allersbergerstraße 185",4.10.1929,RM 1 000 000,"Herstellung und Vertrieb von Fernmelde-, Signal- und Rundfunkgeräten",,Not specified
Suddeutsche Chemische Werke,,,GmbH,,Süddeutsche Chemische Werke,,,"Vol 1, p. 1192",Gernsheim a. Rh.,26.8.09,RM 150 000,Herstellung von chemischen Erzeugnissen und Vertrieb dieser Erzeugnisse,W. Bork; Dr. F. Berg,1 Gf.
"Swift & Company, G.m.b.H.",,,GmbH,,Swift & Company,,,"Vol 1, p. 1201","Hamburg, Mönckebergstr. 31",8.12.27,"RM 500,000",Ein- und Verkauf von Gütern jeder Art im In- und Ausland,Arthur Clair Landis,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.
Tefag Radio Vertriebs G.m.b.H.,,,GmbH,,Tefag Radio Vertriebs - Gesellschaft,,,"Vol 1, p. 1210","Berlin-Steglitz, Siemensstr. 27",11. 9. 29,RM 50 000,Vertrieb von Fabrikaten der Feinmechanik auf dem Gebiete des Rundfunks,Dr. Bernhard Jaffé; R. Willner,2 Gf. od. 1 Gf. u. 1 Pk.
Telmo Telephon und Telegraphen Gesellschaft m.b.H.,,,GmbH,,"Telmo, Telefon- und Telegrafen-Gesellschaft",,,"Vol 1, p. 1212","Berlin-Tempelhof, Lorenzweg",11.7.21,RM 400 000,"Installation von Telefon- u. Telegrafen- u. sonst, elektrotechnischen Apparaten",M. Seligmann; Dir. Ernst Sabersky,2 Gf. od. 1 Gf. u. 1 Pk.
The Atlantic Refining Company Germany GmbH,,,GmbH,,The Atlantic Refining Company of Germany,,,"Vol 1, p. 1222","Hamburg, Mönckebergstr. 13",6.12.22,RM 1 000 000,"Einkauf, Raffinieren u. Verkauf von Petroleum u. Petroleumprodukten",Ernst Carl Baehni; William Clarence Freysinger,2 od. 1 Gf. od. 1 Gf. u. 1 Pk.
The Brecht Corporation G.m.b.H.,,,GmbH,,The Brecht Corporation,,,"Vol 1, p. 1222","Hamburg, Albertstr. 26/30",21.7.02,RM 3000,"Im- u. Export, Handel u. die Herstellung sowie Verarbeitung v. Därmen",Charles G. Volkening; Carl A. Ebert,1 Gf.
The Stanley Works G.m.b.H.,,,GmbH,,Stanley Works,,,"Vol 1, p. 1167",Velbert i. Rhld.,Unknown,Kapital nicht veröffentlicht,Scharnierfabrik,C. J. Diemand; H. Droof,"2 Gf., Diemand allein"
Tietgens & Robertson (G.m.b.H.),,,GmbH,,Tietgens & Robertson,,,"Vol 1, p. 1230","Hamburg, Meßberg, Ballinhaus",18.12.20,"RM 250,000",Import von Waren nach Deutschland und Handelsgeschäfte,Conrad Tietgens; George Tietgens; Robert Cabell,2 Gf.
Titan-Oel-Gesellschaft m.b.H.,,,GmbH,,Titan-Oel-Gesellschaft,,,"Vol 1, p. 1231","Berlin W 62, Budapester Str. 35",3.5.24,RM 30000,Handel mit Mineralöl und Mineralölprodukten,R. Wollschlaeger,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.
Titangesellschaft m.b.H.,,,GmbH,,Titangesellschaft,,,"Vol 1, p. 1231",Leverkusen,24.6.27,RM 3000000,Herstellung und Verkauf der Titan-Verbindungen nach Deutschland und dem Ausland,Dir. Dr. Kühne; Dr. Gust. Jebsen; Evans Mc. Carty,2 Gf. od. 1 Gf. u. 1 Pk.
"Transport und Lagerhaus Gesellschaft, m.b.H.",,,GmbH,,Transport- und Lagerhaus-Gesellschaft,,,"Vol 1, p. 1239",Barby,29.5.16,"RM 650,000",Transport- und Lagereigeschäfte aller Art,E. G. Herm. Dircks; Willy Fritze; Rich. Pauli,2 Gf. od. 1 Gf. u. 1 Pk.
W. R. Warner & Co. G.m.b.H.,,,GmbH,,W. R. Warner & Co.,,,"Vol 1, p. 1317","Berlin-Charlottenburg, Kaiserin-Augusta-Allee 86",12. 4. 27,RM 300 000,Herstellung und Verkauf von pharmazeutischen und kosmetischen Präparaten,Leonhard M. Klustinger,1 Gf.
Walter Kidde G.m.b.H.,,,GmbH,,Walter Kidde,,,"Vol 1, p. 673","Hamburg, Esplanade 6",2.10.26,RM 20 000,Herstellung und Vertrieb von Feuermelde- und Feuerlöschapparaten,W. K. Poehlmann,1 Gf.
Waried Tankschiff Rhederei G.m.b.H.,,,GmbH,,Waried Tankschiff Rhederei,,,"Vol 1, p. 1316","Hamburg, Neuer Jungfernstieg 21",12.12.08,RM 3 000 000,Betrieb einer Reederei,P. F. Harneit; F. J. Breme; F. H. Klasen; F. J. H. Breme; J. H. Dotzert,2 Gf.
"Warner, W.R. and Co. G.m.b.H.",,,GmbH,,W. R. Warner & Co.,,,"Vol 1, p. 1317","Berlin-Charlottenburg, Kaiserin-Augusta-Allee 86",12. 4. 27,RM 300 000,Herstellung und Verkauf von pharmazeutischen und kosmetischen Präparaten,Leonhard M. Klustinger,1 Gf.
Welheim Kohlenhandel G.m.b.H.,,,GmbH,,Welheim Kohlenhandelsgesellsch.,,,"Vol 1, p. 1330",Essen,12. 7. 15,RM 30 000,"Anschaffung und Weiterveräußerung sämtlicher Erzeugnisse des Bergbaus, Transport und Lagerung dieser Erzeugnisse",W. Spindler,1 Gf. od. 1 Pk.
Werkhof G.m.b.H.,,,GmbH,,Werkhof,,,"Vol 1, p. 1334","Bremen, Panzenberg 7",31.12.10,RM 1000 000,Herstellung und Vertrieb von Zigaretten und anderen Tabakwaren,John Ehlers,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.
Werola Krepp & Buntpapierfabrik G.m.b.H.,,,GmbH,,"Werola, Krepp- und Buntpapierfabrik",,,"Vol 1, p. 1336",Rastatt,20.12.29,RM 200 000,"Herstellung von Papieren und Papierwaren aller Art, insbesondere von Krepp-, Bunt- und Metallpapier",Dir. Wilh. Schmitt; Ed. Sandel,2 Gf. od. 1 Gf. u. 1 Pk. Einl.: RM 180 000 Maschinen. Warenvorräte usw.
West-Oel Gesellschaft m.b.H.,,,GmbH,,West Oel,,,"Vol 1, p. 1349",Hannover,14. 4. 29,RM 20 000,Oil Exploration and Acquisition of Lease Rights,K. F. Hasselmann,Jed. Gf
Western Electric G.m.b.H.,,,GmbH,,Deutsche Western Electric,,,"Vol 1, p. 282","Berlin W 15, Emser Straße Nr 40-41",20. 6. 29,RM 200 000,"Manufacture, sale, and distribution of film and sound film recording equipment",,
Westinghouse Bremsen Gesellschaft m.b.H.,,,GmbH,,Westinghouse-Breinsen-Gesellschaft,,,"Vol 1, p. 1349","Hannover, Goetheplatz 7, Zweign. Elze",27.9.12,"RM 960,000","Übernahme und Fortbetrieb des Fabrik- und Handelsgeschäfts, insbesondere Anfertigung und Vertrieb von Bremsen u. anderen Bedarfsgegenständen für Eisenbahnen und Straßenbahnen",N. Kemmer,1 Gf.
Wilheim Stern & Co. G.m.b.H.,,,GmbH,,Wilhelm Stern & Co.,,,"Vol 1, p. 1177",Fürth,2.9.11,"RM 500,000","Herstellung von Metall-, Bunt- und Luxuspapierwaren und verwandten Artikeln",B. Kaufmann; stellv. Dir. Erhard Ottenberger,"vertr. jeder allein, sonst 2 Gf. od. 1 Gf. u. 1 Pk. od. 2 Pk."
Zahnfabrik Wienand Soehne & Co.,,,GmbH,,Zahnfabrik Wienand Söhne & Co.,,,"Vol 1, p. 1383",Sprendlingen in Hessen,7.6.21,RM 800 000,Fabrikation von künstlichen Zähnen,Dr. Aug. und Dr. Fritz Wienand,Jed. Gf.
Zinnwerke Wilheimsburg G.m.b.H.,,,GmbH,,Zinnwerke Wilhelmsburg,,,"Vol 1, p. 1397",Wilhelmsburg bei Harburg,12.11.03,RM 1 500 000,"Umwandlung von Erzen, Rohmetallen u. Hüttenprodukten in Reinmetalle",Henryk Goldmann; Dr. phil. W. Baer,2 Gf. od. 1 Gf. u. 1 Pk. od. 2 Pk.
Zuckerrubensaftfabrik,,,GmbH,,Zuckerrübensaft,,,"Vol 1, p. 1401","Berlin-Charlottenburg, Joachimsthaler Straße 43/44",15.10.23,RM 500,Verwertung des von den Gesellschaftern hergestellten Zuckerrübensaftes,Hans Pape,Der Gf.
